ADNP
ZNF473
ZNF48
ZNF480
ZNF484
ZNF486
ZNF493
ZNF496
ZNF500
ZNF502
ZNF503
ZNF506
ZNF507
ZNF510
ZNF511
ZNF512
ZNF512B
ZNF513
ZNF514
ZNF516
ZNF518A
ZNF518B
ZNF519
ZNF521
ZNF526
ZNF529
ZNF530
ZNF532
ZNF536
ZNF544
ZNF547
ZNF548
ZNF549
ZNF551
ZNF555
ZNF557
ZNF558
ZNF559
ZNF561
ZNF562
ZNF564
ZNF566
ZNF567
ZNF568
ZNF569
ZNF570
ZNF574
ZNF576
ZNF577
ZNF579
ZNF580
ZNF581
ZNF583
ZNF584
ZNF585A
ZNF585B
ZNF586
ZNF587
ZNF587B
ZNF589
ZNF592
ZNF594
ZNF595
ZNF598
ZNF599
ZNF605
ZNF606
ZNF607
ZNF608
ZNF609
ZNF613
ZNF614
ZNF615
ZNF616
ZNF618
ZNF619
ZNF620
ZNF621
ZNF623
ZNF624
ZNF626
ZNF627
ZNF629
ZNF639
ZNF641
ZNF644
ZNF646
ZNF649
ZNF652
ZNF654
ZNF655
ZNF66
ZNF660
ZNF664
ZNF667
ZNF668
ZNF670
ZNF671
ZNF672
ZNF675
ZNF677
ZNF678
ZNF680
ZNF681
ZNF682
ZNF684
ZNF687
ZNF688
ZNF689
ZNF69
ZNF691
ZNF692
ZNF695
ZNF696
ZNF697
ZNF7
ZNF70
ZNF700
ZNF703
ZNF704
ZNF706
ZNF708
ZNF709
ZNF71
ZNF710
ZNF711
ZNF714
ZNF718
ZNF721
ZNF724
ZNF730
ZNF736
ZNF737
ZNF74
ZNF740
ZNF746
ZNF747
ZNF749
ZNF75A
ZNF75D
ZNF76
ZNF761
ZNF764
ZNF765
ZNF766
ZNF768
ZNF77
ZNF770
ZNF771
ZNF772
ZNF775
ZNF776
ZNF777
ZNF778
ZNF780A
ZNF780B
ZNF783
ZNF784
ZNF786
ZNF787
ZNF789
ZNF79
ZNF791
ZNF793
ZNF8
ZNF800
ZNF805
ZNF808
ZNF81
ZNF814
ZNF816
ZNF821
ZNF823
ZNF827
ZNF829
ZNF83
ZNF830
ZNF84
ZNF844
ZNF845
ZNF85
ZNF850
ZNF852
ZNF853
ZNF880
ZNF883
ZNF891
ZNF90
ZNF91
ZNF92
ZNF93
ZSCAN12
ZSCAN16
ZSCAN18
ZSCAN2
ZSCAN20
ZSCAN21
ZSCAN22
ZSCAN25
ZSCAN26
ZSCAN29
ZSCAN30
ZSCAN32
ZSCAN5A
ZSCAN9
ZXDB
ZXDC
ZZZ3
AKAP1
ALG13
ASXL1
ASXL2
ASXL3
ATAD2
ATAD2B
ATRX
BAHD1
BAZ1A
BAZ1B
BRD1
BRD2
BRD3
BRD4
BRD7
BRD8
BRD9
BRPF1
BRPF3
BRWD1
BRWD3
CBX1
CBX3
CBX4
CBX5
CBX6
CBX8
CDYL
CDYL2
CHD1
CHD2
CHD3
CHD4
CHD6
CHD7
CHD8
CHD9
CREBBP
DIDO1
DNMT3A
DNMT3B
DPF2
EED
EHMT1
EHMT2
EP300
EP400
EZH1
EZH2
G2E3
HDAC1
HDAC11
HDAC2
HDAC3
HDAC4
HDAC5
HDAC6
HDAC7
HDAC8
HDAC9
HDGF
HIF1AN
HSPBAP1
ING1
ING2
ING3
ING4
ING5
INO80
INTS12
JARID2
JMJD1C
JMJD4
JMJD6
JMJD8
KAT2A
KAT5
KAT6A
KAT6B
KAT8
KDM1A
KDM1B
KDM3A
KDM3B
KDM4A
KDM4B
KDM5A
KDM5C
KDM5D
KDM6A
KDM6B
KMT2C
KMT2D
KMT2E
L3MBTL2
LBR
MBD5
MBTD1
MLLT10
MLLT6
MORC2
MORC3
MORC4
MPHOSPH8
MSL3
MTA1
MTA2
MTA3
NSD1
ORC1
PBRM1
PHF10
PHF11
PHF12
PHF13
PHF14
PHF2
PHF20L1
PHF21B
PHF23
PHF3
PHF6
PHF8
PHIP
PHRF1
PRDM11
PSIP1
PWWP2A
PWWP2B
PYGO1
PYGO2
RAI1
RERE
RSF1
SCML2
SETD1A
SETD1B
SETD2
SETD3
SETD4
SETD5
SETD6
SETD7
SETD9
SETMAR
SFMBT1
SHPRH
SIRT1
SIRT2
SIRT3
SIRT5
SIRT6
SIRT7
SMARCA1
SMARCA2
SMARCA4
SMARCA5
SMN1
SMNDC1
SMYD2
SMYD4
SMYD5
SND1
SUV39H1
SUV39H2
TAF1
TAF3
TCF19
TDRD3
TDRD7
TDRKH
TNRC18
TRIM24
TRIM28
TRIM33
TYW5
UBR7
UHRF2
UTY
ZMYND11
ZMYND8
