Gene	MCF7_siCtrl_rep1	MCF7_siCtrl_rep2	MCF7_siCtrl_rep3	MCF7_siZFX_rep1	MCF7_siZFX_rep2	MCF7_siZFX_rep3
5S_rRNA	nan	nan	nan	nan	nan	nan
7SK	nan	nan	nan	nan	nan	nan
ZNF321P	0.675692	0.752378	0.403413	0.561084	0.50816	0.37536
ZNF322	21.8089	22.4512	24.1742	18.8499	20.6995	20.0971
ZNF322P1	1.21069	1.71804	0.875143	1.26644	1.07089	0.931941
ZNF324	12.2939	11.7945	12.389	13.8964	11.677	10.834
ZNF324B	4.67832	3.91775	4.91153	5.19562	4.17208	3.77836
ZNF326	25.1282	23.6469	23.1906	19.9678	24.1138	23.1639
ZNF329	11.3855	11.5747	11.4567	13.1867	13.2034	14.5293
ZNF330	24.4682	24.3803	24.1145	25.5227	26.3061	28.9479
ZNF331	39.9317	37.3691	38.3198	40.2108	44.1207	42.066
ZNF333	4.68194	4.70612	4.0937	3.91018	4.28307	4.213
ZNF334	nan	nan	nan	nan	nan	nan
ZNF335	46.1777	40.695	39.8215	50.8703	43.9445	41.3185
ZNF337	21.073	25.8795	22.9346	16.419	16.0213	15.6918
ZNF33A	52.2838	56.738	54.9883	40.3362	52.8808	54.04
ZNF33AP1	nan	nan	nan	nan	nan	nan
ZNF33B	27.1555	31.9577	28.1414	20.0925	25.8101	25.5527
ZNF33BP1	nan	nan	nan	nan	nan	nan
ZNF34	4.92664	5.18505	5.31257	5.37979	5.11506	5.31358
ZNF341	4.66371	4.87081	4.99229	5.62465	5.08554	4.62171
ZNF343	5.79881	5.60403	6.19029	2.87757	3.67881	3.48704
ZNF345	2.07438	3.01152	2.17123	1.5764	1.94019	1.90957
ZNF346	15.1571	14.7434	13.6279	13.7122	13.8585	12.9518
ZNF346-IT1	nan	nan	nan	nan	nan	nan
ZNF347	2.42796	2.09497	1.89405	2.30205	2.74651	1.99259
ZNF35	7.80248	7.14908	6.79086	7.00624	6.80327	7.66595
ZNF350	9.64113	10.1868	8.47702	7.93207	9.09623	8.96666
ZNF354A	23.0501	23.9667	23.894	17.5279	22.2808	21.7712
ZNF354B	13.9822	16.2306	14.0101	8.64537	10.1481	10.1933
ZNF354C	8.93769	9.61067	9.08116	5.20467	5.44928	5.26051
ZNF355P	nan	nan	nan	nan	nan	nan
ZNF358	9.87689	9.22657	9.44715	8.13221	5.41744	5.36894
ZNF362	24.9163	26.2914	21.1786	17.0901	17.5045	17.0174
ZNF365	4.3609	4.478	4.68893	4.27881	4.10716	4.06821
ZNF366	nan	nan	nan	nan	nan	nan
ZNF367	42.949	48.8652	48.5754	38.3592	40.7441	40.516
ZNF37A	35.9956	37.7882	36.2044	20.7934	27.1376	28.3944
ZNF37BP	18.4572	21.2116	19.6008	11.3851	14.0097	14.1695
ZNF382	0.377159	0.340433	0.207883	0.200178	0.226776	0.221399
ZNF383	5.13395	5.02898	4.74986	5.8264	5.76167	6.02624
ZNF384	44.4342	40.5901	38.0194	48.1679	44.5486	43.7264
ZNF385A	30.4556	26.8156	24.4377	24.747	23.7863	24.4369
ZNF385B	0.353587	0.392807	0.392669	0.200178	0.37796	0.193724
ZNF385C	0.777891	0.654678	0.692944	0.675602	0.982695	0.664197
ZNF385D	nan	nan	nan	nan	nan	nan
ZNF385D-AS1	nan	nan	nan	nan	nan	nan
ZNF385D-AS2	nan	nan	nan	nan	nan	nan
ZNF391	3.84231	3.90188	3.55711	3.37801	4.30874	4.06821
ZNF394	21.7103	22.2328	20.7882	22.8453	22.5516	22.6382
ZNF395	37.3754	35.9524	35.1577	33.0261	31.1916	32.4268
ZNF396	1.8858	1.67598	2.07883	1.65147	1.53704	1.68817
ZNF397	11.6273	12.8317	11.5953	10.5594	11.1876	12.426
ZNF398	27.745	27.1038	25.6158	23.8463	24.1642	24.935
ZNF402P	nan	nan	nan	nan	nan	nan
ZNF404	1.29648	1.46648	1.31058	1.126	1.33546	1.71584
ZNF407	12.8942	12.3079	13.0735	12.7363	15.1688	14.0588
ZNF408	15.8171	14.2982	16.1918	20.4682	15.8491	15.664
ZNF41	18.9993	19.9807	17.9011	18.9669	21.9722	20.9221
ZNF410	49.682	54.031	55.0263	55.2815	54.2322	56.6109
ZNF414	6.12883	5.4731	5.26637	7.68185	5.59381	5.25823
ZNF415	nan	nan	nan	nan	nan	nan
ZNF416	5.63382	5.23558	5.2637	5.83019	5.69459	5.89475
ZNF417	13.4203	14.0787	13.0857	15.0744	16.2862	14.9353
ZNF418	5.49237	6.46822	5.45116	6.05539	6.34972	6.2822
ZNF419	7.70317	7.9163	8.30082	8.39961	8.13617	8.87235
ZNF420	4.92664	4.84462	5.77453	4.90437	4.91348	4.62171
ZNF423	0.754318	0.680865	0.716043	0.475423	0.453552	0.359774
ZNF425	5.20951	4.84462	5.05849	3.95352	5.14025	4.87078
ZNF426	nan	nan	nan	nan	nan	nan
ZNF428	18.2943	19.1109	19.0192	18.9746	15.5842	16.2471
ZNF429	15.5814	15.4504	15.06	15.2636	17.3862	17.9433
ZNF43	33.7791	35.6666	36.1256	28.4253	34.5706	34.2615
ZNF430	15.9585	17.8596	17.5084	14.497	16.8318	16.2782
ZNF431	18.6458	20.5045	18.5791	14.4629	18.8728	18.9687
ZNF432	11.3253	11.0063	12.1322	12.1428	14.6802	13.8704
