Gene	MCF7_siCtrl_rep1	MCF7_siCtrl_rep2	MCF7_siCtrl_rep3	MCF7_siZFX_rep1	MCF7_siZFX_rep2	MCF7_siZFX_rep3
5S_rRNA	nan	nan	nan	nan	nan	nan
7SK	nan	nan	nan	nan	nan	nan
RNY5P4	nan	nan	nan	nan	nan	nan
RNY5P5	nan	nan	nan	nan	nan	nan
RNY5P8	nan	nan	nan	nan	nan	nan
ROBO1	16.1472	15.3195	16.1688	16.7399	15.4964	14.6954
ROBO2	nan	nan	nan	nan	nan	nan
ROBO2P1	nan	nan	nan	nan	nan	nan
ROBO3	0.447877	0.576117	0.531257	0.350312	0.352762	0.387448
ROBO4	nan	nan	nan	nan	nan	nan
ROCK1	106.704	112.115	110.297	88.7914	112.149	118.998
ROCK1P1	1.44659	1.51127	1.1284	1.28882	2.27264	1.9414
ROCK2	98.9325	96.6045	89.6432	72.6396	96.9583	98.1906
ROGDI	28.9941	29.0415	27.9256	37.2081	33.5628	32.8501
ROM1	1.86222	2.12986	2.01365	2.45661	1.76343	2.05904
ROMO1	23.266	23.2018	25.408	25.5978	23.3579	23.0255
ROPN1	nan	nan	nan	nan	nan	nan
ROPN1B	nan	nan	nan	nan	nan	nan
ROPN1L	nan	nan	nan	nan	nan	nan
ROPN1L-AS1	nan	nan	nan	nan	nan	nan
ROR1	nan	nan	nan	nan	nan	nan
ROR2	nan	nan	nan	nan	nan	nan
RORA	5.53953	5.94448	6.07481	2.7771	4.7179	3.95751
RORB	nan	nan	nan	nan	nan	nan
RORC	7.70819	8.64174	8.6849	7.63179	10.0285	9.60318
ROS1	nan	nan	nan	nan	nan	nan
RP1	nan	nan	nan	nan	nan	nan
RP1-100J12.1	0.330014	0.341257	0.280021	0.42733	0.302993	0.41694
RP1-101G11.2	nan	nan	nan	nan	nan	nan
RP1-101K10.4	nan	nan	nan	nan	nan	nan
RP1-101K10.6	nan	nan	nan	nan	nan	nan
RP1-102D24.5	nan	nan	nan	nan	nan	nan
RP1-102E24.1	nan	nan	nan	nan	nan	nan
RP1-102E24.6	0.330014	0.602304	0.440224	0.450401	0.328589	0.249925
RP1-102E24.8	0.471449	0.418994	0.36957	0.475423	0.579538	0.498148
RP1-102E24.9	nan	nan	nan	nan	nan	nan
RP1-102G20.2	nan	nan	nan	nan	nan	nan
RP1-102G20.4	nan	nan	nan	nan	nan	nan
RP1-102G20.5	nan	nan	nan	nan	nan	nan
RP1-102H19.8	0.212152	0.632232	0.392669	0.359803	0.359735	0.498148
RP1-102K2.6	nan	nan	nan	nan	nan	nan
RP1-102K2.8	1.42136	1.70216	1.57067	3.32921	1.8646	1.72415
RP1-104O17.1	nan	nan	nan	nan	nan	nan
RP1-104O17.2	nan	nan	nan	nan	nan	nan
RP1-104O17.3	nan	nan	nan	nan	nan	nan
RP1-105O18.1	nan	nan	nan	nan	nan	nan
RP1-106C24.1	nan	nan	nan	nan	nan	nan
RP1-107N3.1	nan	nan	nan	nan	nan	nan
RP1-107N3.2	nan	nan	nan	nan	nan	nan
RP1-10C16.1	nan	nan	nan	nan	nan	nan
RP1-111B22.3	nan	nan	nan	nan	nan	nan
RP1-111C20.3	nan	nan	nan	nan	nan	nan
RP1-111C20.4	nan	nan	nan	nan	nan	nan
RP1-111D6.2	nan	nan	nan	nan	nan	nan
RP1-111D6.3	nan	nan	nan	nan	nan	nan
RP1-116K23.1	nan	nan	nan	nan	nan	nan
RP1-117B12.4	nan	nan	nan	nan	nan	nan
RP1-117O3.2	nan	nan	nan	nan	nan	nan
RP1-117P20.3	nan	nan	nan	nan	nan	nan
RP1-118J21.24	nan	nan	nan	nan	nan	nan
RP1-118J21.25	0.282869	0.209497	0.277178	0.350312	0.327565	0.221399
RP1-118J21.5	nan	nan	nan	nan	nan	nan
RP1-120G22.11	nan	nan	nan	nan	nan	nan
RP1-121G13.2	nan	nan	nan	nan	nan	nan
RP1-121G13.3	1.18146	1.20461	1.2473	1.45129	1.05829	1.2177
RP1-122K4.2	nan	nan	nan	nan	nan	nan
RP1-122K4.3	nan	nan	nan	nan	nan	nan
RP1-122O8.7	nan	nan	nan	nan	nan	nan
RP1-122P22.2	0.377159	0.320596	0.230982	0.150134	0.201579	0.304424
RP1-124C6.1	nan	nan	nan	nan	nan	nan
RP1-125I3.2	nan	nan	nan	nan	nan	nan
RP1-125I3.4	nan	nan	nan	nan	nan	nan
RP1-125N5.2	nan	nan	nan	nan	nan	nan
RP1-127B20.4	nan	nan	nan	nan	nan	nan
RP1-127C7.6	nan	nan	nan	nan	nan	nan
RP1-127D3.4	nan	nan	nan	nan	nan	nan
RP1-127H14.3	nan	nan	nan	nan	nan	nan
RP1-127L4.10	nan	nan	nan	nan	nan	nan
RP1-127L4.7	nan	nan	nan	nan	nan	nan
RP1-128M12.3	nan	nan	nan	nan	nan	nan
RP1-128O3.4	nan	nan	nan	nan	nan	nan
RP1-128O3.5	nan	nan	nan	nan	nan	nan
RP1-128O3.6	nan	nan	nan	nan	nan	nan
RP1-12G14.5	nan	nan	nan	nan	nan	nan
RP1-12G14.6	nan	nan	nan	nan	nan	nan
RP1-12G14.7	nan	nan	nan	nan	nan	nan
RP1-130G2.1	nan	nan	nan	nan	nan	nan
RP1-130H16.16	0.374591	0.637432	0.546402	0.474061	0.478749	0.505525
RP1-130H16.18	0.269262	1.0781	0.972694	0.279031	0.433356	0.564478
RP1-130L23.1	nan	nan	nan	nan	nan	nan
RP1-131F15.2	0.18858	0.340433	0.207883	0.225201	0.176381	0.249074
RP1-134E15.3	nan	nan	nan	nan	nan	nan
RP1-134O19.3	nan	nan	nan	nan	nan	nan
RP1-135L22.1	nan	nan	nan	nan	nan	nan
RP1-136B1.1	nan	nan	nan	nan	nan	nan
RP1-136J15.1	nan	nan	nan	nan	nan	nan
RP1-136J15.5	nan	nan	nan	nan	nan	nan
RP1-137D17.1	nan	nan	nan	nan	nan	nan
RP1-137D17.2	nan	nan	nan	nan	nan	nan
RP1-137F1.3	nan	nan	nan	nan	nan	nan
RP1-137H15.2	nan	nan	nan	nan	nan	nan
RP1-137K2.2	nan	nan	nan	nan	nan	nan
RP1-137K24.1	nan	nan	nan	nan	nan	nan
RP1-138A5.2	nan	nan	nan	nan	nan	nan
RP1-138B7.4	nan	nan	nan	nan	nan	nan
RP1-138B7.5	nan	nan	nan	nan	nan	nan
RP1-139D8.6	nan	nan	nan	nan	nan	nan
RP1-13D10.2	nan	nan	nan	nan	nan	nan
RP1-13D10.3	nan	nan	nan	nan	nan	nan
RP1-13D10.5	nan	nan	nan	nan	nan	nan
RP1-13P20.6	nan	nan	nan	nan	nan	nan
RP1-140A9.1	nan	nan	nan	nan	nan	nan
RP1-140C12.2	nan	nan	nan	nan	nan	nan
RP1-140J1.1	nan	nan	nan	nan	nan	nan
RP1-140J1.4	nan	nan	nan	nan	nan	nan
RP1-140K8.1	nan	nan	nan	nan	nan	nan
RP1-140K8.2	nan	nan	nan	nan	nan	nan
RP1-140K8.3	nan	nan	nan	nan	nan	nan
RP1-140K8.5	3.5123	3.29958	2.4946	2.05183	2.67092	2.38004
RP1-142F18.2	nan	nan	nan	nan	nan	nan
RP1-142L7.5	nan	nan	nan	nan	nan	nan
RP1-142L7.8	nan	nan	nan	nan	nan	nan
RP1-142L7.9	nan	nan	nan	nan	nan	nan
RP1-142O9.2	nan	nan	nan	nan	nan	nan
RP1-144C9.2	nan	nan	nan	nan	nan	nan
RP1-144F13.3	nan	nan	nan	nan	nan	nan
RP1-144F13.4	nan	nan	nan	nan	nan	nan
RP1-145M24.1	nan	nan	nan	nan	nan	nan
RP1-146A15.1	nan	nan	nan	nan	nan	nan
RP1-146I3.1	nan	nan	nan	nan	nan	nan
RP1-148H17.1	nan	nan	nan	nan	nan	nan
RP1-149A16.12	nan	nan	nan	nan	nan	nan
RP1-149A16.16	nan	nan	nan	nan	nan	nan
RP1-149A16.17	nan	nan	nan	nan	nan	nan
RP1-149A16.3	nan	nan	nan	nan	nan	nan
RP1-149C7.1	nan	nan	nan	nan	nan	nan
RP1-149L1.1	nan	nan	nan	nan	nan	nan
RP1-14D6.2	nan	nan	nan	nan	nan	nan
RP1-14D6.7	nan	nan	nan	nan	nan	nan
RP1-150O5.3	nan	nan	nan	nan	nan	nan
RP1-151B14.6	0.381226	0.32493	0.229495	0.271179	0.224638	0.284813
RP1-151B14.9	nan	nan	nan	nan	nan	nan
RP1-151F17.1	1.8858	2.12116	1.84785	2.65236	3.07407	2.68447
RP1-151F17.2	8.15607	8.45844	8.84659	8.33242	10.1293	10.0183
RP1-152L7.1	nan	nan	nan	nan	nan	nan
RP1-152L7.3	nan	nan	nan	nan	nan	nan
RP1-152L7.5	4.76163	5.21124	5.10469	4.00357	5.26624	5.20288
RP1-152L7.8	nan	nan	nan	nan	nan	nan
RP1-152L7.9	nan	nan	nan	nan	nan	nan
RP1-153G14.4	nan	nan	nan	nan	nan	nan
RP1-153P14.3	nan	nan	nan	nan	nan	nan
RP1-153P14.5	nan	nan	nan	nan	nan	nan
RP1-153P14.8	nan	nan	nan	nan	nan	nan
RP1-154J13.2	nan	nan	nan	nan	nan	nan
RP1-154J13.3	nan	nan	nan	nan	nan	nan
RP1-154K9.2	nan	nan	nan	nan	nan	nan
RP1-155D22.1	nan	nan	nan	nan	nan	nan
RP1-155D22.2	nan	nan	nan	nan	nan	nan
RP1-155G6.4	nan	nan	nan	nan	nan	nan
RP1-156L9.1	nan	nan	nan	nan	nan	nan
RP1-158P9.1	nan	nan	nan	nan	nan	nan
RP1-159A19.3	0.255202	0.235564	0.269478	0.319473	0.216096	0.192302
RP1-159A19.4	nan	nan	nan	nan	nan	nan
RP1-159G19.1	nan	nan	nan	nan	nan	nan
RP1-159M24.1	0.337297	0.225465	0.212017	0.200279	0.176554	0.19834
RP1-15D23.2	nan	nan	nan	nan	nan	nan
RP1-15D7.1	nan	nan	nan	nan	nan	nan
RP1-161C16.1	nan	nan	nan	nan	nan	nan
RP1-161N10.1	nan	nan	nan	nan	nan	nan
RP1-161P9.5	nan	nan	nan	nan	nan	nan
RP1-163G9.2	nan	nan	nan	nan	nan	nan
RP1-164F3.8	nan	nan	nan	nan	nan	nan
RP1-164L12.1	nan	nan	nan	nan	nan	nan
RP1-166H1.2	nan	nan	nan	nan	nan	nan
RP1-166H4.2	nan	nan	nan	nan	nan	nan
RP1-167A14.2	nan	nan	nan	nan	nan	nan
RP1-167F1.2	nan	nan	nan	nan	nan	nan
RP1-167G20.1	nan	nan	nan	nan	nan	nan
RP1-167G20.2	nan	nan	nan	nan	nan	nan
RP1-168L15.5	nan	nan	nan	nan	nan	nan
RP1-168P16.1	nan	nan	nan	nan	nan	nan
RP1-168P16.2	nan	nan	nan	nan	nan	nan
RP1-168P16.3	nan	nan	nan	nan	nan	nan
RP1-169I5.4	nan	nan	nan	nan	nan	nan
RP1-169K13.3	nan	nan	nan	nan	nan	nan
RP1-169P22.2	nan	nan	nan	nan	nan	nan
RP1-16A9.1	nan	nan	nan	nan	nan	nan
RP1-170B16.1	nan	nan	nan	nan	nan	nan
RP1-170O19.14	nan	nan	nan	nan	nan	nan
RP1-170O19.17	nan	nan	nan	nan	nan	nan
RP1-170O19.20	nan	nan	nan	nan	nan	nan
RP1-170O19.21	nan	nan	nan	nan	nan	nan
RP1-170O19.22	nan	nan	nan	nan	nan	nan
RP1-170O19.23	nan	nan	nan	nan	nan	nan
RP1-171K16.5	nan	nan	nan	nan	nan	nan
RP1-172B20.6	nan	nan	nan	nan	nan	nan
RP1-172I22.1	nan	nan	nan	nan	nan	nan
RP1-172N19.1	nan	nan	nan	nan	nan	nan
RP1-172N19.3	nan	nan	nan	nan	nan	nan
RP1-172N19.4	nan	nan	nan	nan	nan	nan
RP1-177A13.1	nan	nan	nan	nan	nan	nan
RP1-177I10.1	nan	nan	nan	nan	nan	nan
RP1-178F10.1	nan	nan	nan	nan	nan	nan
RP1-178F10.3	11.6919	11.1295	11.1102	10.6345	10.9104	10.8209
RP1-178F15.4	0.481513	0.640541	0.908165	0.538773	0.750517	0.639108
RP1-178F15.5	0.727542	0.854735	0.881376	0.963108	1.00351	1.02
RP1-179N16.3	0.447877	0.602304	0.323374	0.375334	0.503946	0.442798
RP1-179N16.6	0.212152	0.288058	0.323374	0.150134	0.125987	0.332099
RP1-17K7.1	nan	nan	nan	nan	nan	nan
RP1-17K7.2	nan	nan	nan	nan	nan	nan
RP1-17K7.3	nan	nan	nan	nan	nan	nan
RP1-180M12.1	nan	nan	nan	nan	nan	nan
RP1-181J22.1	nan	nan	nan	nan	nan	nan
RP1-182D15.2	nan	nan	nan	nan	nan	nan
RP1-182O16.1	nan	nan	nan	nan	nan	nan
RP1-182O16.2	nan	nan	nan	nan	nan	nan
RP1-184J9.2	nan	nan	nan	nan	nan	nan
RP1-186E20.1	nan	nan	nan	nan	nan	nan
RP1-187B23.1	nan	nan	nan	nan	nan	nan
RP1-18D14.7	nan	nan	nan	nan	nan	nan
RP1-190J20.2	nan	nan	nan	nan	nan	nan
RP1-191J18.65	nan	nan	nan	nan	nan	nan
RP1-191J18.66	1.30816	1.51234	1.05297	1.58633	1.67816	1.15023
RP1-191L6.2	nan	nan	nan	nan	nan	nan
RP1-192P9.1	nan	nan	nan	nan	nan	nan
RP1-193H18.2	nan	nan	nan	nan	nan	nan
RP1-193H18.3	nan	nan	nan	nan	nan	nan
RP1-196A12.1	nan	nan	nan	nan	nan	nan
RP1-197B17.3	0.0942898	0.148373	0.278697	0.141773	0.125987	0.11172
RP1-197J16.1	nan	nan	nan	nan	nan	nan
RP1-197J16.2	nan	nan	nan	nan	nan	nan
RP1-197O17.2	nan	nan	nan	nan	nan	nan
RP1-197O17.3	nan	nan	nan	nan	nan	nan
RP1-199H16.6	nan	nan	nan	nan	nan	nan
RP1-199J3.5	nan	nan	nan	nan	nan	nan
RP1-199J3.7	0.209066	0.171951	0.252652	0.213483	0.165243	0.364453
RP1-1J6.2	nan	nan	nan	nan	nan	nan
RP1-200G19.1	nan	nan	nan	nan	nan	nan
RP1-200K18.1	nan	nan	nan	nan	nan	nan
RP1-202I21.3	nan	nan	nan	nan	nan	nan
RP1-202O8.2	nan	nan	nan	nan	nan	nan
RP1-202O8.3	nan	nan	nan	nan	nan	nan
RP1-203C2.2	nan	nan	nan	nan	nan	nan
RP1-203C2.3	nan	nan	nan	nan	nan	nan
RP1-203C2.4	nan	nan	nan	nan	nan	nan
RP1-203P18.1	0.359317	0.374128	0.533142	0.404561	0.438664	0.606196
RP1-206D15.3	nan	nan	nan	nan	nan	nan
RP1-206D15.5	nan	nan	nan	nan	nan	nan
RP1-207H1.2	nan	nan	nan	nan	nan	nan
RP1-207H1.3	nan	nan	nan	nan	nan	nan
RP1-209A6.1	nan	nan	nan	nan	nan	nan
RP1-209B5.2	nan	nan	nan	nan	nan	nan
RP1-20B11.2	nan	nan	nan	nan	nan	nan
RP1-20B21.4	nan	nan	nan	nan	nan	nan
RP1-20C7.6	0.272183	0.209497	0.528675	0.188692	0.31995	0.34889
RP1-20I3.3	nan	nan	nan	nan	nan	nan
RP1-20N18.4	nan	nan	nan	nan	nan	nan
RP1-20N2.6	2.65173	2.99398	2.57853	1.90741	2.62095	2.86087
RP1-20N2.7	nan	nan	nan	nan	nan	nan
RP1-20N4.1	nan	nan	nan	nan	nan	nan
RP1-212G6.4	nan	nan	nan	nan	nan	nan
RP1-212G6.7	0.199784	0.339888	0.407408	0.317556	0.462221	0.42875
RP1-212P9.2	nan	nan	nan	nan	nan	nan
RP1-212P9.3	nan	nan	nan	nan	nan	nan
RP1-213J1P__B.1	nan	nan	nan	nan	nan	nan
RP1-213J1P__B.2	nan	nan	nan	nan	nan	nan
RP1-214M20.2	nan	nan	nan	nan	nan	nan
RP1-215K18.4	nan	nan	nan	nan	nan	nan
RP1-217P22.2	nan	nan	nan	nan	nan	nan
RP1-218B13.1	nan	nan	nan	nan	nan	nan
RP1-21O18.3	nan	nan	nan	nan	nan	nan
RP1-21P18.1	nan	nan	nan	nan	nan	nan
RP1-223B1.1	nan	nan	nan	nan	nan	nan
RP1-223D17.1	nan	nan	nan	nan	nan	nan
RP1-223E5.4	1.32129	1.10973	0.927229	0.89038	1.07436	0.782415
RP1-223H12.5	nan	nan	nan	nan	nan	nan
RP1-224A6.3	nan	nan	nan	nan	nan	nan
RP1-224A6.8	nan	nan	nan	nan	nan	nan
RP1-224A6.9	nan	nan	nan	nan	nan	nan
RP1-225E12.2	nan	nan	nan	nan	nan	nan
RP1-225E12.3	nan	nan	nan	nan	nan	nan
RP1-228H13.1	nan	nan	nan	nan	nan	nan
RP1-228H13.2	nan	nan	nan	nan	nan	nan
RP1-228H13.5	1.8858	1.91166	2.00954	1.60143	1.73862	2.13097
RP1-228P16.1	0.330014	0.314245	0.346472	0.350312	0.226776	0.415123
RP1-228P16.3	nan	nan	nan	nan	nan	nan
RP1-228P16.4	nan	nan	nan	nan	nan	nan
RP1-228P16.5	nan	nan	nan	nan	nan	nan
RP1-228P16.7	nan	nan	nan	nan	nan	nan
RP1-229K20.5	nan	nan	nan	nan	nan	nan
RP1-22N22.1	nan	nan	nan	nan	nan	nan
RP1-230L10.1	nan	nan	nan	nan	nan	nan
RP1-231P7P.1	nan	nan	nan	nan	nan	nan
RP1-232L22__A.1	nan	nan	nan	nan	nan	nan
RP1-232L22__B.1	0.659864	0.676379	0.621302	0.646708	0.878813	0.621409
RP1-232L24.2	nan	nan	nan	nan	nan	nan
RP1-232L24.3	nan	nan	nan	nan	nan	nan
RP1-232L24.4	nan	nan	nan	nan	nan	nan
RP1-232N11.2	nan	nan	nan	nan	nan	nan
RP1-232P20.1	nan	nan	nan	nan	nan	nan
RP1-234P15.4	0.212152	0.418994	0.277178	0.125111	0.176381	0.138374
RP1-239B22.5	0.424304	0.523742	0.508159	0.725646	0.554341	0.525823
RP1-23E21.2	nan	nan	nan	nan	nan	nan
RP1-23K20.2	nan	nan	nan	nan	nan	nan
RP1-240B8.3	nan	nan	nan	nan	nan	nan
RP1-240K6.3	nan	nan	nan	nan	nan	nan
RP1-241P17.1	nan	nan	nan	nan	nan	nan
RP1-241P17.4	4.24443	4.75697	5.43666	6.21435	4.75085	4.36702
RP1-241P17.7	nan	nan	nan	nan	nan	nan
RP1-244F24.1	0.259297	0.18331	0.207883	0.350312	0.226776	0.166049
RP1-245M18.2	nan	nan	nan	nan	nan	nan
RP1-249C1.1	nan	nan	nan	nan	nan	nan
RP1-249F5.3	nan	nan	nan	nan	nan	nan
RP1-249H1.2	nan	nan	nan	nan	nan	nan
RP1-249H1.3	nan	nan	nan	nan	nan	nan
RP1-249H1.4	nan	nan	nan	nan	nan	nan
RP1-249I4.2	nan	nan	nan	nan	nan	nan
RP1-24O22.5	nan	nan	nan	nan	nan	nan
RP1-251I12.1	nan	nan	nan	nan	nan	nan
RP1-251M9.2	nan	nan	nan	nan	nan	nan
RP1-251M9.3	nan	nan	nan	nan	nan	nan
RP1-253B10.1	nan	nan	nan	nan	nan	nan
RP1-253B10.2	nan	nan	nan	nan	nan	nan
RP1-253P7.1	nan	nan	nan	nan	nan	nan
RP1-256G22.2	nan	nan	nan	nan	nan	nan
RP1-257A15.1	nan	nan	nan	nan	nan	nan
RP1-257A7.4	nan	nan	nan	nan	nan	nan
RP1-257A7.5	nan	nan	nan	nan	nan	nan
RP1-257I20.14	nan	nan	nan	nan	nan	nan
RP1-257I9.2	nan	nan	nan	nan	nan	nan
RP1-258N20.3	nan	nan	nan	nan	nan	nan
RP1-261D10.1	nan	nan	nan	nan	nan	nan
RP1-261D10.2	nan	nan	nan	nan	nan	nan
RP1-261G23.4	nan	nan	nan	nan	nan	nan
RP1-261G23.5	nan	nan	nan	nan	nan	nan
RP1-261G23.7	nan	nan	nan	nan	nan	nan
RP1-263J7.1	nan	nan	nan	nan	nan	nan
RP1-263J7.2	nan	nan	nan	nan	nan	nan
RP1-265C24.5	nan	nan	nan	nan	nan	nan
RP1-265C24.8	nan	nan	nan	nan	nan	nan
RP1-266L20.2	nan	nan	nan	nan	nan	nan
RP1-266L20.4	nan	nan	nan	nan	nan	nan
RP1-266L20.9	0.542166	0.654678	0.669846	0.575513	0.37796	0.636522
RP1-267D11.1	nan	nan	nan	nan	nan	nan
RP1-267L14.3	nan	nan	nan	nan	nan	nan
RP1-269M15.3	nan	nan	nan	nan	nan	nan
RP1-269O5.3	nan	nan	nan	nan	nan	nan
RP1-272E8.1	nan	nan	nan	nan	nan	nan
RP1-272J12.1	nan	nan	nan	nan	nan	nan
RP1-272L16.1	nan	nan	nan	nan	nan	nan
RP1-273G13.1	nan	nan	nan	nan	nan	nan
RP1-273G13.2	nan	nan	nan	nan	nan	nan
RP1-273G13.3	nan	nan	nan	nan	nan	nan
RP1-273P12.1	nan	nan	nan	nan	nan	nan
RP1-274L7.1	nan	nan	nan	nan	nan	nan
RP1-274L7.3	nan	nan	nan	nan	nan	nan
RP1-276E15.1	nan	nan	nan	nan	nan	nan
RP1-276J11.2	nan	nan	nan	nan	nan	nan
RP1-276J11.3	nan	nan	nan	nan	nan	nan
RP1-276N6.2	nan	nan	nan	nan	nan	nan
RP1-278E11.3	nan	nan	nan	nan	nan	nan
RP1-278O22.1	nan	nan	nan	nan	nan	nan
RP1-278O22.2	nan	nan	nan	nan	nan	nan
RP1-279N11.1	nan	nan	nan	nan	nan	nan
RP1-27K12.2	nan	nan	nan	nan	nan	nan
RP1-27K12.4	nan	nan	nan	nan	nan	nan
RP1-27O5.3	nan	nan	nan	nan	nan	nan
RP1-281H8.3	nan	nan	nan	nan	nan	nan
RP1-283E3.4	3.30936	3.83933	4.03138	3.12624	3.50604	3.20203
RP1-283E3.8	11.2351	11.8199	11.3983	9.55506	11.1324	11.2554
RP1-283K11.2	nan	nan	nan	nan	nan	nan
RP1-283K11.3	nan	nan	nan	nan	nan	nan
RP1-286D6.5	0.542166	0.576117	0.509584	0.375334	0.37796	0.442798
RP1-287H17.1	nan	nan	nan	nan	nan	nan
RP1-288H2.2	nan	nan	nan	nan	nan	nan
RP1-288H2.4	nan	nan	nan	nan	nan	nan
RP1-288L1.4	nan	nan	nan	nan	nan	nan
RP1-288L1.5	nan	nan	nan	nan	nan	nan
RP1-288M22.1	nan	nan	nan	nan	nan	nan
RP1-288M22.2	nan	nan	nan	nan	nan	nan
RP1-28C20.1	nan	nan	nan	nan	nan	nan
RP1-28H20.3	nan	nan	nan	nan	nan	nan
RP1-28O10.1	nan	nan	nan	nan	nan	nan
RP1-28O17.1	nan	nan	nan	nan	nan	nan
RP1-290F12.3	nan	nan	nan	nan	nan	nan
RP1-290I10.2	nan	nan	nan	nan	nan	nan
RP1-290I10.3	nan	nan	nan	nan	nan	nan
RP1-290I10.5	nan	nan	nan	nan	nan	nan
RP1-290I10.7	nan	nan	nan	nan	nan	nan
RP1-292B18.1	0.19058	0.209543	0.278541	0.175178	0.278629	0.250668
RP1-292B18.3	nan	nan	nan	nan	nan	nan
RP1-292B18.4	nan	nan	nan	nan	nan	nan
RP1-292L20.2	nan	nan	nan	nan	nan	nan
RP1-293L6.1	nan	nan	nan	nan	nan	nan
RP1-293L8.2	nan	nan	nan	nan	nan	nan
RP1-296G17.3	nan	nan	nan	nan	nan	nan
RP1-296L11.1	nan	nan	nan	nan	nan	nan
RP1-297M16.2	nan	nan	nan	nan	nan	nan
RP1-298M8.1	nan	nan	nan	nan	nan	nan
RP1-29C18.10	nan	nan	nan	nan	nan	nan
RP1-29C18.8	nan	nan	nan	nan	nan	nan
RP1-29C18.9	nan	nan	nan	nan	nan	nan
RP1-29G21.1	nan	nan	nan	nan	nan	nan
RP1-300G12.2	nan	nan	nan	nan	nan	nan
RP1-300I2.2	nan	nan	nan	nan	nan	nan
RP1-300I2.3	nan	nan	nan	nan	nan	nan
RP1-302D9.1	nan	nan	nan	nan	nan	nan
RP1-302D9.2	nan	nan	nan	nan	nan	nan
RP1-302D9.3	nan	nan	nan	nan	nan	nan
RP1-302D9.5	nan	nan	nan	nan	nan	nan
RP1-302G2.5	nan	nan	nan	nan	nan	nan
RP1-303A1.1	nan	nan	nan	nan	nan	nan
RP1-305B16.3	0.117862	0.209497	0.138589	0.350312	0.201579	0.221399
RP1-305G21.1	nan	nan	nan	nan	nan	nan
RP1-308E4.1	0.259297	0.497555	0.485061	0.425379	0.529144	0.442798
RP1-309F20.3	nan	nan	nan	nan	nan	nan
RP1-309F20.4	nan	nan	nan	nan	nan	nan
RP1-309H15.2	nan	nan	nan	nan	nan	nan
RP1-309K20.6	nan	nan	nan	nan	nan	nan
RP1-30E17.2	nan	nan	nan	nan	nan	nan
RP1-30G7.2	nan	nan	nan	nan	nan	nan
RP1-30M3.5	0.314433	0.707066	0.278279	0.514174	0.57269	0.849398
RP1-30M3.6	nan	nan	nan	nan	nan	nan
RP1-310O13.7	0.261517	0.302704	0.136317	0.144627	0.376445	0.130524
RP1-313I6.12	1.46149	1.72835	1.91715	1.95174	2.21736	2.82284
RP1-313L4.3	nan	nan	nan	nan	nan	nan
RP1-313L4.4	nan	nan	nan	nan	nan	nan
RP1-315G1.1	nan	nan	nan	nan	nan	nan
RP1-315G1.3	nan	nan	nan	nan	nan	nan
RP1-317E23.3	nan	nan	nan	nan	nan	nan
RP1-317E23.6	nan	nan	nan	nan	nan	nan
RP1-317E23.7	nan	nan	nan	nan	nan	nan
RP1-319M7.2	nan	nan	nan	nan	nan	nan
RP1-31B8.1	nan	nan	nan	nan	nan	nan
RP1-321E8.4	nan	nan	nan	nan	nan	nan
RP1-32B1.4	nan	nan	nan	nan	nan	nan
RP1-32I10.10	nan	nan	nan	nan	nan	nan
RP1-32I10.11	nan	nan	nan	nan	nan	nan
RP1-34B20.4	0.18858	0.340433	0.277178	0.300267	0.403157	0.332099
RP1-34H18.1	nan	nan	nan	nan	nan	nan
RP1-34L19.1	nan	nan	nan	nan	nan	nan
RP1-34M23.5	nan	nan	nan	nan	nan	nan
RP1-35C21.1	nan	nan	nan	nan	nan	nan
RP1-35C21.2	nan	nan	nan	nan	nan	nan
RP1-37C10.3	nan	nan	nan	nan	nan	nan
RP1-37J18.1	nan	nan	nan	nan	nan	nan
RP1-37J18.2	nan	nan	nan	nan	nan	nan
RP1-37M3.8	nan	nan	nan	nan	nan	nan
RP1-37N7.1	0.781843	0.64154	0.535715	0.454849	0.406784	0.810215
RP1-37N7.2	nan	nan	nan	nan	nan	nan
RP1-37N7.3	nan	nan	nan	nan	nan	nan
RP1-37N7.5	nan	nan	nan	nan	nan	nan
RP1-37N7.6	nan	nan	nan	nan	nan	nan
RP1-38C16.2	nan	nan	nan	nan	nan	nan
RP1-39G22.4	nan	nan	nan	nan	nan	nan
RP1-39G22.7	3.74802	5.21124	4.20386	2.8025	3.50243	3.48704
RP1-39J2.1	nan	nan	nan	nan	nan	nan
RP1-3E10.2	nan	nan	nan	nan	nan	nan
RP1-3J17.3	nan	nan	nan	nan	nan	nan
RP1-40E16.11	nan	nan	nan	nan	nan	nan
RP1-40E16.12	1.14759	1.32953	1.38645	1.16192	1.24378	1.02811
RP1-40E16.2	nan	nan	nan	nan	nan	nan
RP1-40E16.9	nan	nan	nan	nan	nan	nan
RP1-40G4P.1	0.336628	0.49271	0.441438	0.275259	0.511605	0.321282
RP1-41C23.1	nan	nan	nan	nan	nan	nan
RP1-41P2.7	nan	nan	nan	nan	nan	nan
RP1-43E13.2	nan	nan	nan	nan	nan	nan
RP1-43O17.1	nan	nan	nan	nan	nan	nan
RP1-43O17.2	nan	nan	nan	nan	nan	nan
RP1-45C12.1	nan	nan	nan	nan	nan	nan
RP1-45I4.2	nan	nan	nan	nan	nan	nan
RP1-45I4.3	nan	nan	nan	nan	nan	nan
RP1-45N11.1	nan	nan	nan	nan	nan	nan
