Gene	C42B_siZFX_rep1	C42B_siZFX_rep2	C42B_siZFX_rep3	C42B_siCtrl_rep1	C42B_siCtrl_rep2	C42B_siCtrl_rep3
5S_rRNA	nan	nan	nan	nan	nan	nan
7SK	nan	nan	nan	nan	nan	nan
RP11-99A14.1	nan	nan	nan	nan	nan	nan
RP11-99C10.1	nan	nan	nan	nan	nan	nan
RP11-99E15.2	nan	nan	nan	nan	nan	nan
RP11-99E15.3	nan	nan	nan	nan	nan	nan
RP11-99H20.1	nan	nan	nan	nan	nan	nan
RP11-99H8.1	nan	nan	nan	nan	nan	nan
RP11-99I9.2	nan	nan	nan	nan	nan	nan
RP11-99J16__A.2	nan	nan	nan	nan	nan	nan
RP11-99L13.1	nan	nan	nan	nan	nan	nan
RP11-99L13.2	nan	nan	nan	nan	nan	nan
RP11-9B6.1	nan	nan	nan	nan	nan	nan
RP11-9D8.1	nan	nan	nan	nan	nan	nan
RP11-9E13.4	nan	nan	nan	nan	nan	nan
RP11-9G1.3	nan	nan	nan	nan	nan	nan
RP11-9G10.1	nan	nan	nan	nan	nan	nan
RP11-9L18.2	1.00435	1.36232	1.75078	1.04879	1.37074	1.3024
RP11-9L18.3	nan	nan	nan	nan	nan	nan
RP11-9M16.2	nan	nan	nan	nan	nan	nan
RP11-9M16.3	nan	nan	nan	nan	nan	nan
RP11-9N20.3	nan	nan	nan	nan	nan	nan
RP13-100A9.2	nan	nan	nan	nan	nan	nan
RP13-1016M1.2	nan	nan	nan	nan	nan	nan
RP13-1032I1.7	5.46011	5.54173	6.43135	7.84354	7.24861	7.21456
RP13-1039J1.2	nan	nan	nan	nan	nan	nan
RP13-1039J1.3	nan	nan	nan	nan	nan	nan
RP13-1039J1.4	nan	nan	nan	nan	nan	nan
RP13-104F24.1	1.63371	1.74797	1.94815	1.10571	1.27344	1.37829
RP13-104F24.3	2.29217	2.18873	2.41595	1.35082	1.61181	1.56702
RP13-1056D16.2	nan	nan	nan	nan	nan	nan
RP13-122B23.8	0.333012	0.107071	0.195827	0.134842	0.0693072	0.0373099
RP13-122B23.9	nan	nan	nan	nan	nan	nan
RP13-126C7.1	nan	nan	nan	nan	nan	nan
RP13-128O4.3	nan	nan	nan	nan	nan	nan
RP13-130D24.1	nan	nan	nan	nan	nan	nan
RP13-131K19.1	nan	nan	nan	nan	nan	nan
RP13-131K19.2	0.299312	0.149467	0.248228	0.314594	0.273944	0.314439
RP13-131K19.6	0.253326	0.47518	0.456929	0.136776	0.207922	0.22386
RP13-131K19.7	nan	nan	nan	nan	nan	nan
RP13-137A17.4	nan	nan	nan	nan	nan	nan
RP13-137A17.5	nan	nan	nan	nan	nan	nan
RP13-137A17.6	nan	nan	nan	nan	nan	nan
RP13-13A3.1	nan	nan	nan	nan	nan	nan
RP13-140E4.1	0.921639	0.757068	0.928692	0.505657	0.501788	0.379037
RP13-143G15.3	nan	nan	nan	nan	nan	nan
RP13-143G15.4	nan	nan	nan	nan	nan	nan
RP13-146A14.1	nan	nan	nan	nan	nan	nan
RP13-147D17.1	nan	nan	nan	nan	nan	nan
RP13-150K15.1	nan	nan	nan	nan	nan	nan
RP13-152O15.5	nan	nan	nan	nan	nan	nan
RP13-157F18.2	nan	nan	nan	nan	nan	nan
RP13-15E13.1	1.20717	1.69172	1.32183	1.24729	0.727726	0.932748
RP13-15M17.1	1.54018	1.518	1.65976	1.01131	1.10892	1.37174
RP13-16H11.2	nan	nan	nan	nan	nan	nan
RP13-16H11.5	nan	nan	nan	nan	nan	nan
RP13-16H11.7	nan	nan	nan	nan	nan	nan
RP13-188A5.1	nan	nan	nan	nan	nan	nan
RP13-192B19.1	nan	nan	nan	nan	nan	nan
RP13-192B19.2	nan	nan	nan	nan	nan	nan
RP13-198D9.3	nan	nan	nan	nan	nan	nan
RP13-200J3.2	nan	nan	nan	nan	nan	nan
RP13-20L14.1	nan	nan	nan	nan	nan	nan
RP13-20L14.4	nan	nan	nan	nan	nan	nan
RP13-20L14.6	0.166506	0.192728	0.14687	0.168552	0.300331	0.22386
RP13-210D15.1	nan	nan	nan	nan	nan	nan
RP13-210D15.4	nan	nan	nan	nan	nan	nan
RP13-210D15.6	nan	nan	nan	nan	nan	nan
RP13-212L9.1	nan	nan	nan	nan	nan	nan
RP13-213K19.1	nan	nan	nan	nan	nan	nan
RP13-216E22.4	nan	nan	nan	nan	nan	nan
RP13-216E22.5	nan	nan	nan	nan	nan	nan
RP13-221M14.2	nan	nan	nan	nan	nan	nan
RP13-221M14.3	nan	nan	nan	nan	nan	nan
RP13-221M14.4	nan	nan	nan	nan	nan	nan
RP13-221M14.6	nan	nan	nan	nan	nan	nan
RP13-225O21.2	nan	nan	nan	nan	nan	nan
RP13-225O21.5	nan	nan	nan	nan	nan	nan
RP13-228J13.1	0.166505	0.214141	0.146869	0.269682	0.265676	0.186549
RP13-228J13.10	nan	nan	nan	nan	nan	nan
RP13-228J13.5	nan	nan	nan	nan	nan	nan
RP13-228J13.6	nan	nan	nan	nan	nan	nan
RP13-228J13.8	nan	nan	nan	nan	nan	nan
RP13-228J13.9	nan	nan	nan	nan	nan	nan
RP13-235E23.1	nan	nan	nan	nan	nan	nan
RP13-238F13.3	nan	nan	nan	nan	nan	nan
RP13-238F13.5	nan	nan	nan	nan	nan	nan
RP13-238N7.2	nan	nan	nan	nan	nan	nan
RP13-24G8.2	nan	nan	nan	nan	nan	nan
RP13-254B10.1	nan	nan	nan	nan	nan	nan
RP13-258O15.1	1.14362	0.945193	1.516	0.771433	0.857142	0.840706
RP13-259N13.2	nan	nan	nan	nan	nan	nan
RP13-262C2.3	nan	nan	nan	nan	nan	nan
RP13-266I11.1	nan	nan	nan	nan	nan	nan
RP13-26D14.2	nan	nan	nan	nan	nan	nan
RP13-270P17.1	0.25024	0.321284	0.245284	0.337105	0.265826	0.298806
RP13-270P17.2	0.653132	0.755438	1.00188	0.969116	0.652606	0.950801
RP13-270P17.3	0.803793	0.936283	0.515782	0.17704	0.618027	0.541596
RP13-278H16.2	nan	nan	nan	nan	nan	nan
RP13-279N23.2	1.41598	1.27476	0.937964	1.24667	0.890458	0.887631
RP13-297E16.4	nan	nan	nan	nan	nan	nan
RP13-297E16.5	nan	nan	nan	nan	nan	nan
RP13-30A9.1	nan	nan	nan	nan	nan	nan
RP13-30A9.2	nan	nan	nan	nan	nan	nan
RP13-313G19.2	nan	nan	nan	nan	nan	nan
RP13-314C10.5	nan	nan	nan	nan	nan	nan
RP13-317D12.3	nan	nan	nan	nan	nan	nan
RP13-324D24.1	nan	nan	nan	nan	nan	nan
RP13-329D4.3	nan	nan	nan	nan	nan	nan
RP13-33H18.1	nan	nan	nan	nan	nan	nan
RP13-346H10.2	nan	nan	nan	nan	nan	nan
RP13-347D8.1	nan	nan	nan	nan	nan	nan
RP13-348B13.2	nan	nan	nan	nan	nan	nan
RP13-34L8.7	nan	nan	nan	nan	nan	nan
RP13-34L8.8	nan	nan	nan	nan	nan	nan
RP13-359K18.1	nan	nan	nan	nan	nan	nan
RP13-36C9.4	nan	nan	nan	nan	nan	nan
RP13-36C9.5	nan	nan	nan	nan	nan	nan
RP13-36G14.3	nan	nan	nan	nan	nan	nan
RP13-36G14.4	0.333012	0.428284	0.424291	0.337105	0.508253	0.596959
RP13-379L11.1	nan	nan	nan	nan	nan	nan
RP13-379L11.2	nan	nan	nan	nan	nan	nan
RP13-379L11.3	nan	nan	nan	nan	nan	nan
RP13-379O24.2	nan	nan	nan	nan	nan	nan
RP13-379O24.3	nan	nan	nan	nan	nan	nan
RP13-383K5.4	0.499517	0.685645	0.882117	0.405226	0.543163	0.634581
RP13-392I16.1	nan	nan	nan	nan	nan	nan
RP13-395E19.2	nan	nan	nan	nan	nan	nan
RP13-395E19.3	nan	nan	nan	nan	nan	nan
RP13-395E19.4	nan	nan	nan	nan	nan	nan
RP13-39P12.2	0.541144	0.465272	0.58435	0.606789	0.608078	0.559649
RP13-39P12.3	1.17076	1.38892	1.44155	0.895283	1.23935	1.13403
RP13-401N8.1	nan	nan	nan	nan	nan	nan
RP13-401N8.3	nan	nan	nan	nan	nan	nan
RP13-40J16.1	nan	nan	nan	nan	nan	nan
RP13-436F16.1	nan	nan	nan	nan	nan	nan
RP13-439H18.4	nan	nan	nan	nan	nan	nan
RP13-43E11.1	nan	nan	nan	nan	nan	nan
RP13-444H2.1	nan	nan	nan	nan	nan	nan
RP13-444K19.1	0.0416265	0.192728	0.294239	0.0674209	0.0693072	0.0746198
RP13-452N2.1	nan	nan	nan	nan	nan	nan
RP13-455A7.1	nan	nan	nan	nan	nan	nan
RP13-461N9.2	nan	nan	nan	nan	nan	nan
RP13-463N16.6	nan	nan	nan	nan	nan	nan
RP13-467H17.1	0.208132	0.25697	0.212145	0.337105	0.323434	0.0746198
RP13-46H24.1	nan	nan	nan	nan	nan	nan
RP13-470G3.2	nan	nan	nan	nan	nan	nan
RP13-476E20.1	nan	nan	nan	nan	nan	nan
RP13-480C15.1	nan	nan	nan	nan	nan	nan
RP13-483F6.1	nan	nan	nan	nan	nan	nan
RP13-487C10.1	nan	nan	nan	nan	nan	nan
RP13-487K5.1	nan	nan	nan	nan	nan	nan
RP13-487P22.1	0.58277	0.342627	0.326378	0.101131	0.115512	0.298479
RP13-488H8.1	nan	nan	nan	nan	nan	nan
RP13-492C18.1	nan	nan	nan	nan	nan	nan
RP13-492C18.2	nan	nan	nan	nan	nan	nan
RP13-494C23.1	nan	nan	nan	nan	nan	nan
RP13-497K6.1	0.208132	0.0856568	0.212145	0.0337105	0.138614	0.11193
RP13-507P19.1	nan	nan	nan	nan	nan	nan
RP13-507P19.2	nan	nan	nan	nan	nan	nan
RP13-512J5.1	nan	nan	nan	nan	nan	nan
RP13-514E23.1	nan	nan	nan	nan	nan	nan
RP13-514E23.2	nan	nan	nan	nan	nan	nan
RP13-516M14.1	3.66313	3.19071	3.63911	2.09005	2.32179	2.57438
RP13-516M14.2	0.249759	0.214142	0.342697	0.404526	0.311883	0.11193
RP13-516M14.4	0.999035	0.621012	0.718031	0.539368	0.947199	0.783508
RP13-526J3.1	nan	nan	nan	nan	nan	nan
RP13-52K8.1	nan	nan	nan	nan	nan	nan
RP13-539F13.2	nan	nan	nan	nan	nan	nan
RP13-539F13.3	nan	nan	nan	nan	nan	nan
RP13-539J13.1	nan	nan	nan	nan	nan	nan
RP13-560N11.1	nan	nan	nan	nan	nan	nan
RP13-565O16.2	nan	nan	nan	nan	nan	nan
RP13-577H12.2	nan	nan	nan	nan	nan	nan
RP13-577H12.3	nan	nan	nan	nan	nan	nan
RP13-578N3.3	nan	nan	nan	nan	nan	nan
RP13-57D9.3	nan	nan	nan	nan	nan	nan
RP13-580B18.1	nan	nan	nan	nan	nan	nan
RP13-580F15.2	nan	nan	nan	nan	nan	nan
RP13-582L3.4	nan	nan	nan	nan	nan	nan
RP13-582O9.5	3.41337	3.1693	3.70439	2.86539	2.52972	2.42515
RP13-582O9.7	0.166506	0.171314	0.114232	0.168552	0.265678	0.18655
RP13-585F24.1	1.96726	0.993467	2.87141	0.897814	1.02835	1.25294
RP13-608F4.1	0.253195	0.223636	0.213364	0.156087	0.295108	0.400873
RP13-608F4.5	nan	nan	nan	nan	nan	nan
RP13-608F4.6	nan	nan	nan	nan	nan	nan
RP13-608F4.8	0.153948	0.138795	0.152969	0.0888311	0.194478	0.102174
RP13-60M5.2	nan	nan	nan	nan	nan	nan
RP13-60P5.2	nan	nan	nan	nan	nan	nan
RP13-612N21.1	nan	nan	nan	nan	nan	nan
RP13-614K11.1	nan	nan	nan	nan	nan	nan
RP13-614K11.2	nan	nan	nan	nan	nan	nan
RP13-616I3.1	0.398995	0.287987	0.706926	1.17844	1.5243	1.29951
RP13-619I2.2	nan	nan	nan	nan	nan	nan
RP13-631K18.2	nan	nan	nan	nan	nan	nan
RP13-631K18.3	nan	nan	nan	nan	nan	nan
RP13-631K18.5	nan	nan	nan	nan	nan	nan
RP13-635I23.3	nan	nan	nan	nan	nan	nan
RP13-638C3.2	0.208132	0.128485	0.29374	0.235973	0.277229	0.18655
RP13-638C3.3	nan	nan	nan	nan	nan	nan
RP13-638C3.4	nan	nan	nan	nan	nan	nan
RP13-638C3.6	nan	nan	nan	nan	nan	nan
RP13-643D4.1	nan	nan	nan	nan	nan	nan
RP13-644M16.1	nan	nan	nan	nan	nan	nan
RP13-644M16.2	nan	nan	nan	nan	nan	nan
RP13-644M16.3	nan	nan	nan	nan	nan	nan
RP13-644M16.4	nan	nan	nan	nan	nan	nan
RP13-644M16.5	nan	nan	nan	nan	nan	nan
RP13-650G11.1	nan	nan	nan	nan	nan	nan
RP13-650J16.1	0.832529	0.535355	0.962814	0.977604	0.716175	0.746198
RP13-653N12.1	nan	nan	nan	nan	nan	nan
RP13-653N12.2	nan	nan	nan	nan	nan	nan
RP13-672B3.2	nan	nan	nan	nan	nan	nan
RP13-672B3.5	nan	nan	nan	nan	nan	nan
RP13-685P2.7	nan	nan	nan	nan	nan	nan
RP13-685P2.8	nan	nan	nan	nan	nan	nan
RP13-726E6.1	nan	nan	nan	nan	nan	nan
RP13-726E6.2	nan	nan	nan	nan	nan	nan
RP13-726E6.3	nan	nan	nan	nan	nan	nan
RP13-735L24.1	0.427597	0.449698	0.384916	0.68294	1.03351	0.783508
RP13-753N3.1	nan	nan	nan	nan	nan	nan
RP13-75G22.1	nan	nan	nan	nan	nan	nan
RP13-766D20.1	nan	nan	nan	nan	nan	nan
RP13-766D20.2	0.790903	0.770911	0.391653	0.977604	1.22443	0.895438
RP13-77O11.11	nan	nan	nan	nan	nan	nan
RP13-77O11.12	nan	nan	nan	nan	nan	nan
RP13-77O11.7	nan	nan	nan	nan	nan	nan
RP13-77O11.8	nan	nan	nan	nan	nan	nan
RP13-7D7.1	nan	nan	nan	nan	nan	nan
RP13-81N3.1	nan	nan	nan	nan	nan	nan
RP13-81N3.2	nan	nan	nan	nan	nan	nan
RP13-820C6.2	nan	nan	nan	nan	nan	nan
RP13-824C8.2	nan	nan	nan	nan	nan	nan
RP13-870H17.3	nan	nan	nan	nan	nan	nan
RP13-884E18.2	nan	nan	nan	nan	nan	nan
RP13-884E18.4	nan	nan	nan	nan	nan	nan
RP13-88F20.1	5.36981	6.63945	5.46885	4.58591	4.52807	5.44725
RP13-890H12.2	0.16421	0.196751	0.0789613	0.101396	0.17248	0.107039
RP13-895J2.2	nan	nan	nan	nan	nan	nan
RP13-895J2.3	nan	nan	nan	nan	nan	nan
RP13-895J2.7	nan	nan	nan	nan	nan	nan
RP13-923O23.6	nan	nan	nan	nan	nan	nan
RP13-926M18.1	nan	nan	nan	nan	nan	nan
RP13-928P6.3	nan	nan	nan	nan	nan	nan
RP13-93L13.1	nan	nan	nan	nan	nan	nan
RP13-93L13.2	0.499517	0.386566	0.598733	0.507492	0.375498	0.298479
RP13-941N14.1	nan	nan	nan	nan	nan	nan
RP13-977J11.2	0.249759	0.428284	0.359015	0.370815	0.28878	0.18655
RP13-977J11.5	nan	nan	nan	nan	nan	nan
RP13-977J11.8	nan	nan	nan	nan	nan	nan
RP13-98N21.2	nan	nan	nan	nan	nan	nan
RP13-98N21.3	nan	nan	nan	nan	nan	nan
RP13-991F5.2	nan	nan	nan	nan	nan	nan
RP13-996F3.3	4.84981	4.84489	5.49067	5.16318	5.06612	5.25089
RP13-996F3.4	0.0416873	0.241607	0.0170383	0.0337108	0.0771084	0.0373099
RP13-996F3.5	2.78763	3.15494	2.41354	2.66543	2.20915	2.93933
RP1L1	nan	nan	nan	nan	nan	nan
RP2	17.275	17.838	16.6453	18.3385	18.2163	19.6996
RP3-322G13.5	nan	nan	nan	nan	nan	nan
RP3-322G13.7	nan	nan	nan	nan	nan	nan
RP3-322L4.2	nan	nan	nan	nan	nan	nan
RP3-323B6.1	nan	nan	nan	nan	nan	nan
RP3-323K23.3	nan	nan	nan	nan	nan	nan
RP3-323N1.2	nan	nan	nan	nan	nan	nan
RP3-323P13.2	nan	nan	nan	nan	nan	nan
RP3-323P24.3	0.166506	0.128485	0.130551	0.134842	0.161717	0.14924
RP3-324O17.4	2.76627	2.90081	2.8234	2.62737	2.50489	2.61499
RP3-325F22.3	nan	nan	nan	nan	nan	nan
RP3-325F22.5	16.5683	16.3973	15.9143	13.6977	14.9858	14.7473
RP3-326I13.1	nan	nan	nan	nan	nan	nan
RP3-326L13.2	nan	nan	nan	nan	nan	nan
RP3-326L13.3	nan	nan	nan	nan	nan	nan
RP3-327A19.5	0.124879	0.599597	0.228464	0.134842	0.427395	0.335789
RP3-328E19.4	nan	nan	nan	nan	nan	nan
RP3-328E19.5	nan	nan	nan	nan	nan	nan
RP3-329A5.1	nan	nan	nan	nan	nan	nan
RP3-329A5.8	0.291385	0.556769	0.58748	0.606789	0.612214	1.04468
RP3-329E20.2	nan	nan	nan	nan	nan	nan
RP3-330M21.5	nan	nan	nan	nan	nan	nan
RP3-331H24.4	nan	nan	nan	nan	nan	nan
RP3-331H24.5	nan	nan	nan	nan	nan	nan
RP3-332B22.1	nan	nan	nan	nan	nan	nan
RP3-333A15.1	nan	nan	nan	nan	nan	nan
RP3-333A15.2	nan	nan	nan	nan	nan	nan
RP3-333B15.4	nan	nan	nan	nan	nan	nan
RP3-333H23.8	0.874156	0.385455	0.44061	0.471947	0.404292	0.261169
RP3-334F4.1	nan	nan	nan	nan	nan	nan
RP3-334F4.2	nan	nan	nan	nan	nan	nan
RP3-335N17.2	nan	nan	nan	nan	nan	nan
RP3-336K20__B.2	nan	nan	nan	nan	nan	nan
RP3-337D23.3	nan	nan	nan	nan	nan	nan
RP3-337H4.10	nan	nan	nan	nan	nan	nan
RP3-337H4.6	1.44342	1.08429	1.80422	1.00368	1.43723	1.3235
RP3-337H4.8	0.70765	0.728083	0.407972	0.876472	0.76238	1.04468
RP3-337H4.9	0.328147	0.500295	0.450317	0.682846	0.383392	0.346927
RP3-337O18.9	nan	nan	nan	nan	nan	nan
RP3-339A18.3	nan	nan	nan	nan	nan	nan
RP3-339A18.6	nan	nan	nan	nan	nan	nan
RP3-340B19.2	1.09037	0.624309	1.23446	0.807985	0.708137	0.709126
RP3-340B19.3	nan	nan	nan	nan	nan	nan
RP3-340B19.5	nan	nan	nan	nan	nan	nan
RP3-340H11.2	nan	nan	nan	nan	nan	nan
RP3-340N1.2	nan	nan	nan	nan	nan	nan
RP3-340N1.5	nan	nan	nan	nan	nan	nan
RP3-340N1.6	nan	nan	nan	nan	nan	nan
RP3-341D10.1	nan	nan	nan	nan	nan	nan
RP3-342P20.2	2.1402	1.79292	2.93969	1.53603	1.31913	1.71832
RP3-343K2.4	nan	nan	nan	nan	nan	nan
RP3-344J20.1	nan	nan	nan	nan	nan	nan
RP3-347M6.1	nan	nan	nan	nan	nan	nan
RP3-347M6.2	0.124879	0.171314	0.261102	0.0337105	0.115512	0.261169
RP3-348I23.2	nan	nan	nan	nan	nan	nan
RP3-348I23.3	nan	nan	nan	nan	nan	nan
RP3-352A20.1	0.973026	1.06291	1.28961	1.39185	0.931318	0.8613
RP3-354J5.3	nan	nan	nan	nan	nan	nan
RP3-354N19.1	nan	nan	nan	nan	nan	nan
RP3-354N19.3	nan	nan	nan	nan	nan	nan
RP3-355L5.3	nan	nan	nan	nan	nan	nan
RP3-355L5.4	0.374638	0.278385	0.277421	0.404526	0.300331	0.596959
RP3-355L5.5	nan	nan	nan	nan	nan	nan
RP3-357I16.1	nan	nan	nan	nan	nan	nan
RP3-358H7.1	nan	nan	nan	nan	nan	nan
RP3-359N14.1	nan	nan	nan	nan	nan	nan
RP3-359N14.2	nan	nan	nan	nan	nan	nan
RP3-363L9.1	nan	nan	nan	nan	nan	nan
RP3-364H10.1	nan	nan	nan	nan	nan	nan
RP3-365I19.2	nan	nan	nan	nan	nan	nan
RP3-365O12.2	nan	nan	nan	nan	nan	nan
RP3-366N23.4	nan	nan	nan	nan	nan	nan
RP3-368A4.5	14.6398	15.3272	13.8336	12.9184	12.898	12.9526
RP3-368A4.6	9.86547	9.18669	7.78411	7.4163	7.92413	7.27543
RP3-368B9.2	nan	nan	nan	nan	nan	nan
RP3-369A17.2	nan	nan	nan	nan	nan	nan
RP3-369A17.4	nan	nan	nan	nan	nan	nan
RP3-369A17.5	nan	nan	nan	nan	nan	nan
RP3-370M22.8	0.124879	0.107071	0.180751	0.168552	0.161975	0.335789
RP3-375P9.2	1.49137	0.914689	2.18957	0.519305	0.92501	1.01718
RP3-377H17.2	nan	nan	nan	nan	nan	nan
RP3-377O6.2	nan	nan	nan	nan	nan	nan
RP3-378P9.1	nan	nan	nan	nan	nan	nan
RP3-378P9.2	nan	nan	nan	nan	nan	nan
RP3-380B4.1	nan	nan	nan	nan	nan	nan
RP3-380B8.4	nan	nan	nan	nan	nan	nan
RP3-380C13.2	nan	nan	nan	nan	nan	nan
RP3-380E11.2	nan	nan	nan	nan	nan	nan
RP3-382I10.2	nan	nan	nan	nan	nan	nan
RP3-382I10.3	nan	nan	nan	nan	nan	nan
RP3-384D21.2	nan	nan	nan	nan	nan	nan
RP3-388E23.2	nan	nan	nan	nan	nan	nan
RP3-388M5.8	nan	nan	nan	nan	nan	nan
RP3-388M5.9	0.416265	0.364041	0.473248	0.943893	0.57756	0.522339
RP3-388N13.2	nan	nan	nan	nan	nan	nan
RP3-388N13.3	nan	nan	nan	nan	nan	nan
RP3-389A20.2	nan	nan	nan	nan	nan	nan
RP3-389A20.5	nan	nan	nan	nan	nan	nan
RP3-390M24.1	nan	nan	nan	nan	nan	nan
RP3-391O22.1	nan	nan	nan	nan	nan	nan
RP3-391O22.2	nan	nan	nan	nan	nan	nan
RP3-391O22.3	nan	nan	nan	nan	nan	nan
RP3-393E18.1	nan	nan	nan	nan	nan	nan
RP3-393E18.2	nan	nan	nan	nan	nan	nan
RP3-393K13.1	nan	nan	nan	nan	nan	nan
RP3-393P12.1	nan	nan	nan	nan	nan	nan
RP3-395C13.1	nan	nan	nan	nan	nan	nan
RP3-395M20.12	4.32915	3.72607	4.38978	5.93304	4.51652	4.70105
RP3-395M20.2	nan	nan	nan	nan	nan	nan
RP3-395M20.3	nan	nan	nan	nan	nan	nan
RP3-395M20.7	nan	nan	nan	nan	nan	nan
RP3-395M20.8	0.513325	0.437283	0.254395	0.450767	0.497397	0.625291
RP3-395M20.9	nan	nan	nan	nan	nan	nan
RP3-395P12.2	nan	nan	nan	nan	nan	nan
RP3-398G3.5	nan	nan	nan	nan	nan	nan
RP3-399J4.1	nan	nan	nan	nan	nan	nan
RP3-399J4.2	nan	nan	nan	nan	nan	nan
RP3-399J4.4	nan	nan	nan	nan	nan	nan
RP3-399L15.1	nan	nan	nan	nan	nan	nan
RP3-399L15.2	nan	nan	nan	nan	nan	nan
RP3-399L15.3	0.208132	0.128485	0.212145	0.202263	0.265678	0.22386
RP3-400B16.1	0.291385	0.385455	0.44061	0.337105	0.323434	0.373099
RP3-400B16.2	nan	nan	nan	nan	nan	nan
RP3-400B16.3	nan	nan	nan	nan	nan	nan
RP3-400B16.4	nan	nan	nan	nan	nan	nan
RP3-400N23.6	nan	nan	nan	nan	nan	nan
RP3-402G11.25	0.457891	0.535355	0.603799	0.539368	0.508253	0.335789
RP3-402G11.26	1.2266	1.0217	1.12187	1.83093	1.72268	1.6799
RP3-402G11.27	0.374638	0.40687	0.522204	0.573078	0.28878	0.261169
RP3-402G11.28	0.532279	0.508424	0.469769	0.399539	0.57761	0.553982
RP3-403A15.1	nan	nan	nan	nan	nan	nan
RP3-403L10.2	nan	nan	nan	nan	nan	nan
RP3-403L10.3	nan	nan	nan	nan	nan	nan
RP3-404F18.5	nan	nan	nan	nan	nan	nan
RP3-404K8.2	nan	nan	nan	nan	nan	nan
RP3-405J10.2	nan	nan	nan	nan	nan	nan
RP3-405J10.3	nan	nan	nan	nan	nan	nan
RP3-405J10.4	nan	nan	nan	nan	nan	nan
RP3-406A7.1	nan	nan	nan	nan	nan	nan
RP3-406A7.3	nan	nan	nan	nan	nan	nan
RP3-406A7.5	nan	nan	nan	nan	nan	nan
RP3-406A7.7	0.249759	0.171314	0.228464	0.269684	0.254127	0.18655
RP3-406C18.1	nan	nan	nan	nan	nan	nan
RP3-406C18.2	nan	nan	nan	nan	nan	nan
RP3-406P24.1	1.75223	1.52041	1.46998	2.05744	1.83699	1.56702
RP3-406P24.3	nan	nan	nan	nan	nan	nan
RP3-406P24.4	nan	nan	nan	nan	nan	nan
RP3-407E4.2	nan	nan	nan	nan	nan	nan
RP3-407E4.3	nan	nan	nan	nan	nan	nan
RP3-407E4.4	nan	nan	nan	nan	nan	nan
RP3-408N23.4	0.249759	0.128485	0.228464	0.202263	0.196371	0.261169
RP3-410B11.1	nan	nan	nan	nan	nan	nan
RP3-410C9.2	nan	nan	nan	nan	nan	nan
RP3-412A9.12	nan	nan	nan	nan	nan	nan
RP3-412A9.15	nan	nan	nan	nan	nan	nan
RP3-412A9.16	1.47161	1.79881	1.68768	1.21542	1.28207	1.20584
RP3-413H6.2	nan	nan	nan	nan	nan	nan
RP3-414A15.10	nan	nan	nan	nan	nan	nan
RP3-414A15.11	nan	nan	nan	nan	nan	nan
RP3-414A15.2	nan	nan	nan	nan	nan	nan
RP3-415N12.1	nan	nan	nan	nan	nan	nan
RP3-416H24.1	nan	nan	nan	nan	nan	nan
RP3-416H24.4	nan	nan	nan	nan	nan	nan
RP3-416J7.1	nan	nan	nan	nan	nan	nan
RP3-416J7.4	nan	nan	nan	nan	nan	nan
RP3-416J7.5	nan	nan	nan	nan	nan	nan
RP3-417G15.1	1.39143	0.963628	2.08884	0.945745	1.3732	1.28357
RP3-417L20.4	nan	nan	nan	nan	nan	nan
RP3-417O22.3	nan	nan	nan	nan	nan	nan
RP3-418A9.3	nan	nan	nan	nan	nan	nan
RP3-418C23.2	nan	nan	nan	nan	nan	nan
RP3-419C19.2	nan	nan	nan	nan	nan	nan
RP3-419C19.3	nan	nan	nan	nan	nan	nan
RP3-420J14.1	nan	nan	nan	nan	nan	nan
RP3-422G23.3	nan	nan	nan	nan	nan	nan
RP3-422G23.4	nan	nan	nan	nan	nan	nan
RP3-423B22.5	1.12646	1.20644	1.55654	0.703521	0.820652	1.25907
RP3-425P12.1	nan	nan	nan	nan	nan	nan
RP3-425P12.2	nan	nan	nan	nan	nan	nan
RP3-425P12.4	0.665716	0.439827	0.661939	0.352196	0.403303	0.955897
RP3-425P12.5	nan	nan	nan	nan	nan	nan
RP3-426I6.2	nan	nan	nan	nan	nan	nan
RP3-426I6.5	nan	nan	nan	nan	nan	nan
RP3-426I6.6	nan	nan	nan	nan	nan	nan
RP3-428A13.1	nan	nan	nan	nan	nan	nan
RP3-428L16.1	nan	nan	nan	nan	nan	nan
RP3-428L16.2	2.42628	2.53768	2.15927	2.8619	2.61727	2.67849
RP3-429O6.1	nan	nan	nan	nan	nan	nan
RP3-430A16.1	nan	nan	nan	nan	nan	nan
RP3-430N8.10	0.093166	0.273302	0.253954	0.148198	0.152114	0.17043
RP3-430N8.11	nan	nan	nan	nan	nan	nan
RP3-431A14.4	nan	nan	nan	nan	nan	nan
RP3-431C21.1	nan	nan	nan	nan	nan	nan
RP3-431P23.2	nan	nan	nan	nan	nan	nan
RP3-432I18.1	nan	nan	nan	nan	nan	nan
RP3-433F14.1	nan	nan	nan	nan	nan	nan
RP3-433F14.2	nan	nan	nan	nan	nan	nan
RP3-433F14.4	nan	nan	nan	nan	nan	nan
RP3-433G13.1	nan	nan	nan	nan	nan	nan
RP3-434O14.8	nan	nan	nan	nan	nan	nan
RP3-434P1.6	nan	nan	nan	nan	nan	nan
RP3-435K13.1	nan	nan	nan	nan	nan	nan
RP3-436N22.3	nan	nan	nan	nan	nan	nan
RP3-437C15.1	0.400882	0.278923	0.239995	0.11236	0.128367	0.12621
