Gene	C42B_siZFX_rep1	C42B_siZFX_rep2	C42B_siZFX_rep3	C42B_siCtrl_rep1	C42B_siCtrl_rep2	C42B_siCtrl_rep3
5S_rRNA	nan	nan	nan	nan	nan	nan
7SK	nan	nan	nan	nan	nan	nan
RP11-88E18.1	nan	nan	nan	nan	nan	nan
RP11-88H10.2	nan	nan	nan	nan	nan	nan
RP11-88H10.3	nan	nan	nan	nan	nan	nan
RP11-88H12.2	nan	nan	nan	nan	nan	nan
RP11-88H9.2	nan	nan	nan	nan	nan	nan
RP11-88I18.2	0.374638	0.128485	0.261102	0.269684	0.265678	0.261169
RP11-88I18.3	nan	nan	nan	nan	nan	nan
RP11-88I21.1	nan	nan	nan	nan	nan	nan
RP11-88I21.2	nan	nan	nan	nan	nan	nan
RP11-88L24.4	nan	nan	nan	nan	nan	nan
RP11-890B15.2	nan	nan	nan	nan	nan	nan
RP11-890B15.3	8.53342	9.78629	9.38336	10.5514	9.87628	9.10362
RP11-893F2.13	nan	nan	nan	nan	nan	nan
RP11-893F2.14	nan	nan	nan	nan	nan	nan
RP11-893F2.15	nan	nan	nan	nan	nan	nan
RP11-893F2.5	nan	nan	nan	nan	nan	nan
RP11-893F2.6	nan	nan	nan	nan	nan	nan
RP11-893F2.9	nan	nan	nan	nan	nan	nan
RP11-894J14.5	0.248599	0.149742	0.0817224	0.0708235	0.227132	0.112482
RP11-894P9.1	3.16361	2.74102	2.9374	2.79797	2.92246	3.28327
RP11-894P9.2	nan	nan	nan	nan	nan	nan
RP11-895K13.2	nan	nan	nan	nan	nan	nan
RP11-895M11.2	0.0832529	0.192728	0.14687	0.168552	0.150166	0.14924
RP11-895M11.3	nan	nan	nan	nan	nan	nan
RP11-896J10.3	nan	nan	nan	nan	nan	nan
RP11-897M7.1	nan	nan	nan	nan	nan	nan
RP11-899L11.1	nan	nan	nan	nan	nan	nan
RP11-899L11.3	nan	nan	nan	nan	nan	nan
RP11-89A16.1	nan	nan	nan	nan	nan	nan
RP11-89B16.1	nan	nan	nan	nan	nan	nan
RP11-89B16.2	nan	nan	nan	nan	nan	nan
RP11-89C3.2	nan	nan	nan	nan	nan	nan
RP11-89C3.3	nan	nan	nan	nan	nan	nan
RP11-89C3.4	nan	nan	nan	nan	nan	nan
RP11-89F17.5	nan	nan	nan	nan	nan	nan
RP11-89F3.2	nan	nan	nan	nan	nan	nan
RP11-89H19.1	nan	nan	nan	nan	nan	nan
RP11-89K10.1	nan	nan	nan	nan	nan	nan
RP11-89K10.2	nan	nan	nan	nan	nan	nan
RP11-89K11.1	nan	nan	nan	nan	nan	nan
RP11-89K18.1	nan	nan	nan	nan	nan	nan
RP11-89K21.1	nan	nan	nan	nan	nan	nan
RP11-89K22.1	nan	nan	nan	nan	nan	nan
RP11-89M16.1	nan	nan	nan	nan	nan	nan
RP11-89M20.1	nan	nan	nan	nan	nan	nan
RP11-89M20.2	nan	nan	nan	nan	nan	nan
RP11-89M22.3	nan	nan	nan	nan	nan	nan
RP11-89N17.1	nan	nan	nan	nan	nan	nan
RP11-89N17.2	nan	nan	nan	nan	nan	nan
RP11-89N17.3	nan	nan	nan	nan	nan	nan
RP11-89N17.4	nan	nan	nan	nan	nan	nan
RP11-8H2.1	nan	nan	nan	nan	nan	nan
RP11-8J23.1	nan	nan	nan	nan	nan	nan
RP11-8J9.1	nan	nan	nan	nan	nan	nan
RP11-8J9.5	nan	nan	nan	nan	nan	nan
RP11-8L18.2	nan	nan	nan	nan	nan	nan
RP11-8L18.3	nan	nan	nan	nan	nan	nan
RP11-8L2.1	nan	nan	nan	nan	nan	nan
RP11-8L21.1	nan	nan	nan	nan	nan	nan
RP11-8L8.1	nan	nan	nan	nan	nan	nan
RP11-8L8.2	nan	nan	nan	nan	nan	nan
RP11-8P11.3	nan	nan	nan	nan	nan	nan
RP11-8P13.1	nan	nan	nan	nan	nan	nan
RP11-902B17.1	0.915782	0.942225	0.766988	0.404526	0.346536	0.298479
RP11-903H12.3	nan	nan	nan	nan	nan	nan
RP11-903H12.4	nan	nan	nan	nan	nan	nan
RP11-905K4.1	nan	nan	nan	nan	nan	nan
RP11-907D1.1	nan	nan	nan	nan	nan	nan
RP11-907D1.2	nan	nan	nan	nan	nan	nan
RP11-909B2.1	nan	nan	nan	nan	nan	nan
RP11-909M7.3	nan	nan	nan	nan	nan	nan
RP11-909N17.2	nan	nan	nan	nan	nan	nan
RP11-909N17.3	nan	nan	nan	nan	nan	nan
RP11-90B22.1	nan	nan	nan	nan	nan	nan
RP11-90B9.2	nan	nan	nan	nan	nan	nan
RP11-90C1.1	nan	nan	nan	nan	nan	nan
RP11-90C4.1	nan	nan	nan	nan	nan	nan
RP11-90C4.2	nan	nan	nan	nan	nan	nan
RP11-90C4.3	nan	nan	nan	nan	nan	nan
RP11-90D11.1	nan	nan	nan	nan	nan	nan
RP11-90D4.3	nan	nan	nan	nan	nan	nan
RP11-90E5.1	nan	nan	nan	nan	nan	nan
RP11-90E9.1	nan	nan	nan	nan	nan	nan
RP11-90H3.1	0.499952	0.278512	0.457254	0.168634	0.358135	0.447719
RP11-90H3.2	0.249759	0.171314	0.326378	0.134842	0.207922	0.18655
RP11-90J7.2	nan	nan	nan	nan	nan	nan
RP11-90J7.4	nan	nan	nan	nan	nan	nan
RP11-90K17.2	nan	nan	nan	nan	nan	nan
RP11-90K18.1	nan	nan	nan	nan	nan	nan
RP11-90K6.1	nan	nan	nan	nan	nan	nan
RP11-90L20.2	0.333012	0.149899	0.114232	0.134842	0.196371	0.14924
RP11-90O23.1	0.457891	0.13172	0.231764	0.0337105	0.129925	0.261169
RP11-90P13.1	nan	nan	nan	nan	nan	nan
RP11-90P16.1	nan	nan	nan	nan	nan	nan
RP11-90P16.2	nan	nan	nan	nan	nan	nan
RP11-90P5.1	nan	nan	nan	nan	nan	nan
RP11-90P5.2	nan	nan	nan	nan	nan	nan
RP11-90P5.4	nan	nan	nan	nan	nan	nan
RP11-90P5.5	nan	nan	nan	nan	nan	nan
RP11-90P5.7	nan	nan	nan	nan	nan	nan
RP11-916L7.1	nan	nan	nan	nan	nan	nan
RP11-91A15.1	nan	nan	nan	nan	nan	nan
RP11-91A15.2	nan	nan	nan	nan	nan	nan
RP11-91A18.1	nan	nan	nan	nan	nan	nan
RP11-91A18.4	nan	nan	nan	nan	nan	nan
RP11-91G21.1	4.05593	3.2333	3.74891	2.19582	2.38272	2.47647
RP11-91H12.3	nan	nan	nan	nan	nan	nan
RP11-91H12.4	nan	nan	nan	nan	nan	nan
RP11-91I11.1	nan	nan	nan	nan	nan	nan
RP11-91I20.1	nan	nan	nan	nan	nan	nan
RP11-91I20.2	nan	nan	nan	nan	nan	nan
RP11-91I20.3	nan	nan	nan	nan	nan	nan
RP11-91I20.4	nan	nan	nan	nan	nan	nan
RP11-91I8.1	nan	nan	nan	nan	nan	nan
RP11-91I8.3	0.208132	0.0856568	0.195827	0.0337105	0.0729615	0.0746198
RP11-91J19.3	0.749276	0.492526	0.73435	0.910183	0.970301	0.858128
RP11-91J19.4	7.11812	6.27436	5.56474	6.87694	6.81521	6.52924
RP11-91J3.1	nan	nan	nan	nan	nan	nan
RP11-91J3.2	nan	nan	nan	nan	nan	nan
RP11-91J3.3	nan	nan	nan	nan	nan	nan
RP11-91K11.2	nan	nan	nan	nan	nan	nan
RP11-91K8.2	nan	nan	nan	nan	nan	nan
RP11-91K8.4	nan	nan	nan	nan	nan	nan
RP11-91K8.5	nan	nan	nan	nan	nan	nan
RP11-91K9.1	nan	nan	nan	nan	nan	nan
RP11-91N2.3	nan	nan	nan	nan	nan	nan
RP11-91P17.1	nan	nan	nan	nan	nan	nan
RP11-91P24.1	nan	nan	nan	nan	nan	nan
RP11-91P24.3	nan	nan	nan	nan	nan	nan
RP11-91P24.5	nan	nan	nan	nan	nan	nan
RP11-91P24.6	0.249759	0.107071	0.163189	0.168552	0.219473	0.22386
RP11-91P24.7	nan	nan	nan	nan	nan	nan
RP11-923I11.3	nan	nan	nan	nan	nan	nan
RP11-923I11.4	nan	nan	nan	nan	nan	nan
RP11-923I11.5	nan	nan	nan	nan	nan	nan
RP11-923I11.6	0.0832529	0.192728	0.0979133	0.235973	0.28878	0.11193
RP11-923I11.7	0.124879	0.0428284	0.0489567	0.202263	0.265678	0.0373099
RP11-925D8.1	nan	nan	nan	nan	nan	nan
RP11-925D8.2	nan	nan	nan	nan	nan	nan
RP11-925D8.3	nan	nan	nan	nan	nan	nan
RP11-925D8.5	nan	nan	nan	nan	nan	nan
RP11-925D8.6	nan	nan	nan	nan	nan	nan
RP11-927P21.1	0.457832	0.421132	0.387957	0.23592	0.379076	0.229152
RP11-927P21.11	nan	nan	nan	nan	nan	nan
RP11-927P21.12	nan	nan	nan	nan	nan	nan
RP11-927P21.2	nan	nan	nan	nan	nan	nan
RP11-927P21.4	nan	nan	nan	nan	nan	nan
RP11-927P21.5	0.788843	0.500888	0.876163	1.17396	0.693669	0.47023
RP11-927P21.6	nan	nan	nan	nan	nan	nan
RP11-927P21.7	nan	nan	nan	nan	nan	nan
RP11-927P21.8	nan	nan	nan	nan	nan	nan
RP11-927P21.9	nan	nan	nan	nan	nan	nan
RP11-928F19.2	0.0416265	0.0856568	0.130551	0.0674209	0.150166	0.14924
RP11-928F19.3	nan	nan	nan	nan	nan	nan
RP11-928F19.5	nan	nan	nan	nan	nan	nan
RP11-92A5.2	nan	nan	nan	nan	nan	nan
RP11-92B11.3	0.129017	0.178339	0.132799	0.178015	0.129585	0.0765216
RP11-92B11.4	nan	nan	nan	nan	nan	nan
RP11-92C4.3	nan	nan	nan	nan	nan	nan
RP11-92C4.4	nan	nan	nan	nan	nan	nan
RP11-92C4.6	nan	nan	nan	nan	nan	nan
RP11-92G12.3	nan	nan	nan	nan	nan	nan
RP11-92G19.2	nan	nan	nan	nan	nan	nan
RP11-92K15.1	nan	nan	nan	nan	nan	nan
RP11-92K15.3	0.416265	0.40687	0.456929	0.539368	0.554458	0.858128
RP11-930O11.1	nan	nan	nan	nan	nan	nan
RP11-930O11.2	nan	nan	nan	nan	nan	nan
RP11-930P14.1	nan	nan	nan	nan	nan	nan
RP11-930P14.2	1.29042	1.64889	1.41974	2.15747	1.85974	2.2386
RP11-932A10.1	nan	nan	nan	nan	nan	nan
RP11-932O9.10	0.291385	0.342627	0.342697	0.337105	0.508253	0.298479
RP11-932O9.3	nan	nan	nan	nan	nan	nan
RP11-932O9.4	nan	nan	nan	nan	nan	nan
RP11-932O9.7	0.58513	0.851702	0.77815	0.4073	0.748739	0.396838
RP11-932O9.8	nan	nan	nan	nan	nan	nan
RP11-932O9.9	0.124879	0.0642426	0.133131	0.134842	0.175744	0.298479
RP11-933H2.4	1.24879	0.899396	0.913858	0.674209	0.658419	0.820818
RP11-934B9.3	nan	nan	nan	nan	nan	nan
RP11-936I5.1	nan	nan	nan	nan	nan	nan
RP11-939C17.4	nan	nan	nan	nan	nan	nan
RP11-93B14.4	nan	nan	nan	nan	nan	nan
RP11-93B14.5	0.214284	0.351472	0.405263	0.382815	0.523369	0.302753
RP11-93B14.6	0.374638	0.599597	0.571161	0.337105	0.323434	0.18655
RP11-93B21.1	nan	nan	nan	nan	nan	nan
RP11-93H10.1	nan	nan	nan	nan	nan	nan
RP11-93H12.2	nan	nan	nan	nan	nan	nan
RP11-93H12.3	nan	nan	nan	nan	nan	nan
RP11-93H12.4	nan	nan	nan	nan	nan	nan
RP11-93I21.2	nan	nan	nan	nan	nan	nan
RP11-93I21.3	nan	nan	nan	nan	nan	nan
RP11-93K22.1	nan	nan	nan	nan	nan	nan
RP11-93K22.13	nan	nan	nan	nan	nan	nan
RP11-93K22.14	nan	nan	nan	nan	nan	nan
RP11-93K22.6	nan	nan	nan	nan	nan	nan
RP11-93K22.7	nan	nan	nan	nan	nan	nan
RP11-93K7.1	nan	nan	nan	nan	nan	nan
RP11-93L14.1	nan	nan	nan	nan	nan	nan
RP11-93L9.1	nan	nan	nan	nan	nan	nan
RP11-93M12.1	nan	nan	nan	nan	nan	nan
RP11-93N20.1	nan	nan	nan	nan	nan	nan
RP11-93O14.1	nan	nan	nan	nan	nan	nan
RP11-93O14.2	nan	nan	nan	nan	nan	nan
RP11-93O17.1	nan	nan	nan	nan	nan	nan
RP11-93O17.2	nan	nan	nan	nan	nan	nan
RP11-93O7.5	nan	nan	nan	nan	nan	nan
RP11-93P10.2	nan	nan	nan	nan	nan	nan
RP11-93P10.3	nan	nan	nan	nan	nan	nan
RP11-941H19.1	0.363758	0.298811	0.48395	0.18145	0.106831	0.287081
RP11-941H19.2	0.333012	0.192728	0.310071	0.0674209	0.184819	0.186568
RP11-941H19.3	nan	nan	nan	nan	nan	nan
RP11-944C7.1	nan	nan	nan	nan	nan	nan
RP11-944L7.4	nan	nan	nan	nan	nan	nan
RP11-944L7.5	nan	nan	nan	nan	nan	nan
RP11-945A11.1	0.0832529	0.128485	0.0979133	0.168552	0.219473	0.22386
RP11-945A11.2	nan	nan	nan	nan	nan	nan
RP11-945C19.1	nan	nan	nan	nan	nan	nan
RP11-945C19.4	nan	nan	nan	nan	nan	nan
RP11-945F5.1	nan	nan	nan	nan	nan	nan
RP11-946L16.1	nan	nan	nan	nan	nan	nan
RP11-946L20.1	nan	nan	nan	nan	nan	nan
RP11-946L20.2	nan	nan	nan	nan	nan	nan
RP11-946L20.4	nan	nan	nan	nan	nan	nan
RP11-94A24.1	nan	nan	nan	nan	nan	nan
RP11-94B19.1	nan	nan	nan	nan	nan	nan
RP11-94B19.2	nan	nan	nan	nan	nan	nan
RP11-94B19.3	nan	nan	nan	nan	nan	nan
RP11-94B19.4	nan	nan	nan	nan	nan	nan
RP11-94B19.5	nan	nan	nan	nan	nan	nan
RP11-94B19.6	nan	nan	nan	nan	nan	nan
RP11-94B19.7	0.374638	0.40687	0.391653	0.337105	0.404292	0.22386
RP11-94C24.11	nan	nan	nan	nan	nan	nan
RP11-94C24.6	nan	nan	nan	nan	nan	nan
RP11-94C24.8	0.166847	0.343087	0.277421	0.337522	0.254537	0.14924
RP11-94D20.1	nan	nan	nan	nan	nan	nan
RP11-94H18.1	nan	nan	nan	nan	nan	nan
RP11-94H18.2	nan	nan	nan	nan	nan	nan
RP11-94H6.1	nan	nan	nan	nan	nan	nan
RP11-94I2.1	nan	nan	nan	nan	nan	nan
RP11-94I2.4	nan	nan	nan	nan	nan	nan
RP11-94L15.2	6.74349	6.55274	6.85393	8.49504	7.76241	7.16351
RP11-94M14.2	nan	nan	nan	nan	nan	nan
RP11-94M14.3	nan	nan	nan	nan	nan	nan
RP11-94P11.3	nan	nan	nan	nan	nan	nan
RP11-94P11.4	nan	nan	nan	nan	nan	nan
RP11-94P14.1	nan	nan	nan	nan	nan	nan
RP11-950C14.3	0.270102	0.152994	0.125731	0.217568	0.202449	0.199363
RP11-950C14.7	nan	nan	nan	nan	nan	nan
RP11-950K24.2	nan	nan	nan	nan	nan	nan
RP11-953B20.1	nan	nan	nan	nan	nan	nan
RP11-953B20.2	nan	nan	nan	nan	nan	nan
RP11-955H22.1	nan	nan	nan	nan	nan	nan
RP11-955H22.2	nan	nan	nan	nan	nan	nan
RP11-955H22.3	nan	nan	nan	nan	nan	nan
RP11-955H22.4	nan	nan	nan	nan	nan	nan
RP11-956A19.1	nan	nan	nan	nan	nan	nan
RP11-956E11.1	nan	nan	nan	nan	nan	nan
RP11-956J14.1	nan	nan	nan	nan	nan	nan
RP11-956J14.2	nan	nan	nan	nan	nan	nan
RP11-958F21.1	nan	nan	nan	nan	nan	nan
RP11-958F21.3	nan	nan	nan	nan	nan	nan
RP11-958J22.1	nan	nan	nan	nan	nan	nan
RP11-958J22.2	nan	nan	nan	nan	nan	nan
RP11-958J22.3	nan	nan	nan	nan	nan	nan
RP11-958N24.1	10.3054	11.8976	11.9766	24.3359	24.7057	26.1103
RP11-958N24.2	0.656122	0.382668	0.703891	0.561854	0.579169	0.584386
RP11-959F10.4	nan	nan	nan	nan	nan	nan
RP11-959F10.5	nan	nan	nan	nan	nan	nan
RP11-959F10.6	nan	nan	nan	nan	nan	nan
RP11-959I15.1	nan	nan	nan	nan	nan	nan
RP11-959I15.4	nan	nan	nan	nan	nan	nan
RP11-95D17.1	1.37367	1.19919	1.09337	1.04502	0.773931	0.895438
RP11-95G17.2	nan	nan	nan	nan	nan	nan
RP11-95H11.1	nan	nan	nan	nan	nan	nan
RP11-95H3.1	nan	nan	nan	nan	nan	nan
RP11-95H8.5	nan	nan	nan	nan	nan	nan
RP11-95I16.2	nan	nan	nan	nan	nan	nan
RP11-95I16.4	nan	nan	nan	nan	nan	nan
RP11-95I19.1	nan	nan	nan	nan	nan	nan
RP11-95I19.2	nan	nan	nan	nan	nan	nan
RP11-95J11.1	nan	nan	nan	nan	nan	nan
RP11-95K23.3	nan	nan	nan	nan	nan	nan
RP11-95K23.5	nan	nan	nan	nan	nan	nan
RP11-95K23.6	nan	nan	nan	nan	nan	nan
RP11-95K23.7	nan	nan	nan	nan	nan	nan
RP11-95L3.2	nan	nan	nan	nan	nan	nan
RP11-95M15.1	nan	nan	nan	nan	nan	nan
RP11-95M15.2	0.809413	1.08591	0.885933	1.01358	1.22456	1.35701
RP11-95M5.1	nan	nan	nan	nan	nan	nan
RP11-95O2.1	nan	nan	nan	nan	nan	nan
RP11-95O2.5	nan	nan	nan	nan	nan	nan
RP11-95P13.1	nan	nan	nan	nan	nan	nan
RP11-95P13.2	nan	nan	nan	nan	nan	nan
RP11-95P2.1	3.20524	2.74102	2.46415	3.20249	3.28054	3.73099
RP11-95P2.3	0.0832529	0.149899	0.0979133	0.168552	0.150166	0.0746198
RP11-95P2.4	nan	nan	nan	nan	nan	nan
RP11-95P9.1	nan	nan	nan	nan	nan	nan
RP11-960B9.2	nan	nan	nan	nan	nan	nan
RP11-960D24.1	nan	nan	nan	nan	nan	nan
RP11-960H2.1	nan	nan	nan	nan	nan	nan
RP11-960H2.2	nan	nan	nan	nan	nan	nan
RP11-960L18.1	nan	nan	nan	nan	nan	nan
RP11-961A15.1	nan	nan	nan	nan	nan	nan
RP11-962G15.1	nan	nan	nan	nan	nan	nan
RP11-963H1.1	nan	nan	nan	nan	nan	nan
RP11-963H4.2	nan	nan	nan	nan	nan	nan
RP11-963H4.3	nan	nan	nan	nan	nan	nan
RP11-963H4.5	nan	nan	nan	nan	nan	nan
RP11-964E11.2	nan	nan	nan	nan	nan	nan
RP11-966I7.1	nan	nan	nan	nan	nan	nan
RP11-966I7.2	nan	nan	nan	nan	nan	nan
RP11-966I7.3	nan	nan	nan	nan	nan	nan
RP11-967K21.1	0.166506	0.214142	0.261102	0.269684	0.346536	0.485029
RP11-967K21.2	nan	nan	nan	nan	nan	nan
RP11-968A15.2	0.457891	0.385455	0.620118	0.70792	0.589112	0.447719
RP11-968A15.8	0.374638	0.214142	0.228464	0.202263	0.277229	0.261169
RP11-968O1.5	nan	nan	nan	nan	nan	nan
RP11-96A1.4	nan	nan	nan	nan	nan	nan
RP11-96A1.5	nan	nan	nan	nan	nan	nan
RP11-96B2.1	nan	nan	nan	nan	nan	nan
RP11-96B5.3	nan	nan	nan	nan	nan	nan
RP11-96B5.4	nan	nan	nan	nan	nan	nan
RP11-96C21.1	nan	nan	nan	nan	nan	nan
RP11-96C23.10	nan	nan	nan	nan	nan	nan
RP11-96C23.11	0.274219	0.330918	0.279492	0.57786	0.693238	1.13348
RP11-96C23.12	nan	nan	nan	nan	nan	nan
RP11-96C23.14	nan	nan	nan	nan	nan	nan
RP11-96C23.15	nan	nan	nan	nan	nan	nan
RP11-96C23.5	nan	nan	nan	nan	nan	nan
RP11-96C23.9	nan	nan	nan	nan	nan	nan
RP11-96D1.10	1.49806	0.918766	0.887505	0.44688	0.47458	0.73652
RP11-96D1.11	20.4429	22.3415	19.2806	19.1902	16.2734	14.8912
RP11-96D1.3	nan	nan	nan	nan	nan	nan
RP11-96D1.5	nan	nan	nan	nan	nan	nan
RP11-96D1.6	0.333012	0.192728	0.244783	0.269684	0.242575	0.22386
RP11-96D1.7	nan	nan	nan	nan	nan	nan
RP11-96D1.9	nan	nan	nan	nan	nan	nan
RP11-96D24.1	nan	nan	nan	nan	nan	nan
RP11-96F8.1	nan	nan	nan	nan	nan	nan
RP11-96G10.1	nan	nan	nan	nan	nan	nan
RP11-96H17.1	nan	nan	nan	nan	nan	nan
RP11-96H17.3	nan	nan	nan	nan	nan	nan
RP11-96H19.1	0.499517	0.321213	0.489567	0.337105	0.589112	0.22386
RP11-96J15.1	nan	nan	nan	nan	nan	nan
RP11-96J15.2	nan	nan	nan	nan	nan	nan
RP11-96J19.1	nan	nan	nan	nan	nan	nan
RP11-96J19.4	nan	nan	nan	nan	nan	nan
RP11-96K14.1	nan	nan	nan	nan	nan	nan
RP11-96K19.2	1.54602	1.13413	1.46777	1.17472	1.19174	1.30144
RP11-96K19.4	2.95548	2.37698	1.68085	1.41584	1.27063	1.34316
RP11-96K19.5	0.773354	0.493014	0.576453	0.51462	0.347421	0.42451
RP11-96L14.7	nan	nan	nan	nan	nan	nan
RP11-96L7.2	nan	nan	nan	nan	nan	nan
RP11-96O20.2	nan	nan	nan	nan	nan	nan
RP11-96O20.4	nan	nan	nan	nan	nan	nan
RP11-96P7.1	nan	nan	nan	nan	nan	nan
RP11-972K6.1	nan	nan	nan	nan	nan	nan
RP11-972L6.2	nan	nan	nan	nan	nan	nan
RP11-972P1.8	nan	nan	nan	nan	nan	nan
RP11-973D8.4	nan	nan	nan	nan	nan	nan
RP11-973F15.1	nan	nan	nan	nan	nan	nan
RP11-973F15.2	nan	nan	nan	nan	nan	nan
RP11-973H7.1	nan	nan	nan	nan	nan	nan
RP11-973H7.3	0.457891	0.492526	0.554842	0.471947	0.508253	0.410409
RP11-973H7.4	nan	nan	nan	nan	nan	nan
RP11-973H7.5	nan	nan	nan	nan	nan	nan
RP11-973N13.2	0.0416265	0.14209	0.157201	0.101131	0.147207	0.221239
RP11-973N13.3	nan	nan	nan	nan	nan	nan
RP11-973N13.4	nan	nan	nan	nan	nan	nan
RP11-973N13.5	nan	nan	nan	nan	nan	nan
RP11-974F13.5	nan	nan	nan	nan	nan	nan
RP11-977B10.2	0.0832529	0.0642426	0.0652755	0.0674209	0.184819	0.11193
RP11-977G19.10	0.0439421	0.47785	0.109043	0.428364	0.182808	0.0377433
RP11-977G19.11	0.220807	0.455008	0.516548	0.57019	0.441866	0.172631
RP11-977G19.12	0.374638	0.214142	0.44061	0.370815	0.427395	0.18655
RP11-977G19.14	nan	nan	nan	nan	nan	nan
RP11-977G19.5	nan	nan	nan	nan	nan	nan
RP11-977P2.1	nan	nan	nan	nan	nan	nan
RP11-978I15.10	nan	nan	nan	nan	nan	nan
RP11-97C16.1	1.4153	1.26344	1.126	1.01131	0.993404	0.970058
RP11-97C18.1	0.291385	0.0642426	0.228464	0.134842	0.103961	0.0746198
RP11-97E7.1	nan	nan	nan	nan	nan	nan
RP11-97E7.2	nan	nan	nan	nan	nan	nan
RP11-97F8.1	nan	nan	nan	nan	nan	nan
RP11-97I14.1	nan	nan	nan	nan	nan	nan
RP11-97N10.1	nan	nan	nan	nan	nan	nan
RP11-97N19.2	nan	nan	nan	nan	nan	nan
RP11-97N5.2	nan	nan	nan	nan	nan	nan
RP11-97O12.2	nan	nan	nan	nan	nan	nan
RP11-97O12.3	nan	nan	nan	nan	nan	nan
RP11-97O12.6	0.58277	0.792325	0.652755	0.674209	0.531356	0.559649
RP11-97O12.7	nan	nan	nan	nan	nan	nan
RP11-981G7.1	nan	nan	nan	nan	nan	nan
RP11-981G7.2	nan	nan	nan	nan	nan	nan
RP11-981G7.3	nan	nan	nan	nan	nan	nan
RP11-981G7.6	0.499517	0.428284	0.44061	0.134842	0.277229	0.447719
RP11-981P6.1	nan	nan	nan	nan	nan	nan
RP11-982M15.2	0.396139	0.706071	0.659818	1.79385	1.78576	0.697803
RP11-982M15.5	nan	nan	nan	nan	nan	nan
RP11-982M15.6	nan	nan	nan	nan	nan	nan
RP11-982M15.7	nan	nan	nan	nan	nan	nan
RP11-982M15.8	nan	nan	nan	nan	nan	nan
RP11-983C2.1	nan	nan	nan	nan	nan	nan
RP11-983C2.2	nan	nan	nan	nan	nan	nan
RP11-983C2.3	nan	nan	nan	nan	nan	nan
RP11-983C2.4	nan	nan	nan	nan	nan	nan
RP11-983P16.2	0.374638	0.25697	0.212145	0.235973	0.150166	0.14924
RP11-983P16.4	13.5865	11.8998	13.669	14.5441	14.0245	13.7822
RP11-986E7.2	nan	nan	nan	nan	nan	nan
RP11-986E7.7	nan	nan	nan	nan	nan	nan
RP11-986G18.1	nan	nan	nan	nan	nan	nan
RP11-989E6.1	nan	nan	nan	nan	nan	nan
RP11-989E6.10	0.166506	0.107071	0.14687	0.134842	0.138614	0.0746198
RP11-989E6.11	nan	nan	nan	nan	nan	nan
RP11-989E6.2	nan	nan	nan	nan	nan	nan
RP11-989E6.3	nan	nan	nan	nan	nan	nan
RP11-989E6.8	nan	nan	nan	nan	nan	nan
RP11-989F5.1	nan	nan	nan	nan	nan	nan
RP11-989F5.3	nan	nan	nan	nan	nan	nan
RP11-98C1.1	nan	nan	nan	nan	nan	nan
RP11-98C1.2	nan	nan	nan	nan	nan	nan
RP11-98C8.1	nan	nan	nan	nan	nan	nan
RP11-98D18.1	nan	nan	nan	nan	nan	nan
RP11-98D18.15	nan	nan	nan	nan	nan	nan
RP11-98D18.16	0.0416265	0.140933	0.222135	0.0856107	0.109177	0.17207
RP11-98D18.17	nan	nan	nan	nan	nan	nan
RP11-98D18.2	nan	nan	nan	nan	nan	nan
RP11-98D18.3	nan	nan	nan	nan	nan	nan
RP11-98D18.7	nan	nan	nan	nan	nan	nan
RP11-98D18.9	0.910514	0.761903	0.93807	0.669366	0.65543	0.741049
RP11-98E6.1	nan	nan	nan	nan	nan	nan
RP11-98F14.11	nan	nan	nan	nan	nan	nan
RP11-98G13.1	nan	nan	nan	nan	nan	nan
RP11-98G7.1	0.124879	0.0856568	0.212145	0.101131	0.138614	0.18655
RP11-98H4.1	nan	nan	nan	nan	nan	nan
RP11-98H4.4	nan	nan	nan	nan	nan	nan
RP11-98I9.4	1.54018	1.77867	1.95937	2.29231	2.35838	2.36173
RP11-98J23.1	0.206409	0.120964	0.201338	0.182368	0.157163	0.189396
RP11-98J23.2	2.20015	2.31186	2.00757	1.90462	2.16508	2.23937
RP11-98J9.1	nan	nan	nan	nan	nan	nan
RP11-98J9.2	nan	nan	nan	nan	nan	nan
RP11-98J9.3	nan	nan	nan	nan	nan	nan
RP11-98L12.2	nan	nan	nan	nan	nan	nan
RP11-98L4.1	0.124879	0.235556	0.228497	0.101131	0.184819	0.18655
RP11-98L5.2	nan	nan	nan	nan	nan	nan
RP11-98L5.4	nan	nan	nan	nan	nan	nan
RP11-98L5.5	nan	nan	nan	nan	nan	nan
RP11-98N22.6	nan	nan	nan	nan	nan	nan
RP11-98O2.1	nan	nan	nan	nan	nan	nan
RP11-98P2.1	nan	nan	nan	nan	nan	nan
RP11-991C1.1	nan	nan	nan	nan	nan	nan
RP11-991C1.2	nan	nan	nan	nan	nan	nan
RP11-993B23.1	nan	nan	nan	nan	nan	nan
RP11-993B23.3	nan	nan	nan	nan	nan	nan
RP11-995C19.2	nan	nan	nan	nan	nan	nan
RP11-996F15.2	1.63493	1.30559	1.2315	0.674209	0.683264	0.671579
RP11-998D10.1	nan	nan	nan	nan	nan	nan
RP11-998D10.4	nan	nan	nan	nan	nan	nan
RP11-998D10.5	nan	nan	nan	nan	nan	nan
RP11-998D10.7	nan	nan	nan	nan	nan	nan
RP11-999E24.3	nan	nan	nan	nan	nan	nan
RP11-99A1.2	nan	nan	nan	nan	nan	nan
